measure,representation,group,family,population,alpha,seed_count,mean_level,mean_baseline,mean,median,positive_seeds,ci_low,ci_high,p_value,p_margin,p_holm,margin,above_margin,below_margin,within_band
central-full-exposure-recall,mcndroid-static,family,leadbolt,own-domain,0.05,7,0.7091311311464613,0.6829609819189105,0.02617014922755075,-0.007155635062611743,2,-0.05827406963859046,0.14918156630129148,1.0,0.59375,,0.03,false,false,false
central-full-exposure-recall,mcndroid-static,family,revmob,federation-wide,0.05,10,0.40391591949629496,0.31747084707645895,0.08644507241983601,0.10412533068783072,7,-0.0014548118311484516,0.16728941350135573,0.130859375,0.1376953125,0.654296875,0.03,false,false,false
central-full-exposure-recall,mcndroid-static,family,revmob,own-domain,0.05,8,0.48299019607843136,0.2987254901960784,0.18426470588235294,0.14999999999999997,7,0.06000000000000001,0.30446346557881043,0.0390625,0.0390625,,0.03,true,false,false
central-full-exposure-recall,mcndroid-static,priority-macro,,federation-wide,0.05,10,0.5567135452021817,0.47494122508853165,0.08177232011365003,0.06114755748946844,10,0.05290813946655121,0.1315561902948306,0.001953125,0.0048828125,,0.03,true,false,false
central-full-exposure-recall,mcndroid-static,priority-macro,,own-domain,0.05,9,0.563684233302496,0.44132390526940246,0.12236032803309344,0.09229208924949288,9,0.07645914288403412,0.1867397525119804,0.00390625,0.001953125,,0.03,true,false,false
central-full-exposure-recall,report-json,contrast-macro,,federation-wide,0.05,10,0.45752507294216177,0.7181963019586666,-0.26067122901650464,-0.2700954123755227,0,-0.2866978140863272,-0.2187948538075138,0.001953125,1.0,,0.03,false,true,false
central-full-exposure-recall,report-json,contrast-macro,,own-domain,0.05,10,0.41087523222982336,0.7949962712107288,-0.38412103898090544,-0.3877829798200581,0,-0.47322195821404767,-0.30066504619048035,0.001953125,1.0,,0.03,false,true,false
central-full-exposure-recall,report-json,family,adwo,federation-wide,0.05,10,0.2599770520361222,0.43473452656205336,-0.1747574745259312,-0.2099837273858524,2,-0.26302452433922396,-0.06864175351805127,0.01953125,0.9970703125,,0.03,false,true,false
central-full-exposure-recall,report-json,family,adwo,own-domain,0.05,8,0.1675693295088589,0.32091857427417386,-0.15334924476531492,-0.1706108090821874,1,-0.23175773630658042,-0.05520056924872291,0.0234375,0.99609375,,0.03,false,true,false
central-full-exposure-recall,report-json,family,airpush,federation-wide,0.05,10,0.4367295204438296,0.6578809974384559,-0.2211514769946264,-0.24047286235182977,0,-0.2705921437295538,-0.16607287757602404,0.001953125,1.0,,0.03,false,true,false
central-full-exposure-recall,report-json,family,airpush,own-domain,0.05,10,0.42399358123913966,0.9218795639957837,-0.4978859827566441,-0.5307692307692308,0,-0.5862000640539788,-0.3693248998943623,0.001953125,1.0,,0.03,false,true,false
central-full-exposure-recall,report-json,family,dowgin,federation-wide,0.05,10,0.7062705532218522,0.862592426055312,-0.15632187283345972,-0.15173924885433648,0,-0.17807073182865593,-0.14412415106137333,0.001953125,1.0,,0.03,false,true,false
central-full-exposure-recall,report-json,family,dowgin,own-domain,0.05,9,0.4773707420577142,0.7151575680899418,-0.23778682603222767,-0.21554116558741898,0,-0.2967237001906452,-0.1873333666005191,0.00390625,1.0,,0.03,false,true,false
central-full-exposure-recall,report-json,family,gappusin,federation-wide,0.05,10,0.6157116331208667,0.698741474018804,-0.08302984089793732,-0.13626796680387376,3,-0.15088241490406173,0.02286590090216039,0.16015625,0.990234375,0.654296875,0.03,false,true,false
central-full-exposure-recall,report-json,family,gappusin,own-domain,0.05,6,0.4451205728847383,0.5686453931885397,-0.12352482030380145,0.007244166539576047,3,-0.46876919442475784,0.07588622048382163,0.84375,0.78125,,0.03,false,false,false
central-full-exposure-recall,report-json,family,hiddad,federation-wide,0.05,10,0.24417699377765895,0.40861135417033195,-0.16443436039267312,-0.13144873298456916,0,-0.24758534991507264,-0.10206112586071454,0.001953125,1.0,0.017578125,0.03,false,true,false
central-full-exposure-recall,report-json,family,hiddad,own-domain,0.05,8,0.4156023614548005,0.53481534503532,-0.11921298358051957,-0.1568368772311035,2,-0.26841003506991923,0.07514616159668999,0.1953125,0.92578125,,0.03,false,false,false
central-full-exposure-recall,report-json,family,leadbolt,federation-wide,0.05,10,0.22957514516080374,0.6341154823822316,-0.40454033722142785,-0.41391304347826086,0,-0.4737470299784188,-0.3333516818124926,0.001953125,1.0,,0.03,false,true,false
central-full-exposure-recall,report-json,family,leadbolt,own-domain,0.05,7,0.2985435436910295,0.6829609819189105,-0.3844174382278812,-0.4767857142857143,0,-0.5211840759557196,-0.1988703126951648,0.03125,1.0,,0.03,false,true,false
central-full-exposure-recall,report-json,family,revmob,federation-wide,0.05,10,0.16873728073375643,0.31747084707645895,-0.1487335663427025,-0.17911759118541032,1,-0.21666431494704946,-0.06855565876143233,0.009765625,0.998046875,0.068359375,0.03,false,true,false
central-full-exposure-recall,report-json,family,revmob,own-domain,0.05,8,0.14401960784313728,0.2987254901960784,-0.15470588235294117,-0.12549019607843137,2,-0.2888888888888889,-0.03164494639893895,0.0546875,0.98828125,,0.03,false,true,false
central-full-exposure-recall,report-json,priority-macro,,federation-wide,0.05,10,0.342875302544094,0.47494122508853165,-0.1320659225444376,-0.1513889654334383,1,-0.17614307224258818,-0.06406095006610087,0.005859375,0.9990234375,,0.03,false,true,false
central-full-exposure-recall,report-json,priority-macro,,own-domain,0.05,9,0.3100151937752341,0.44132390526940246,-0.13130871149416837,-0.18473895582329317,1,-0.22166980812189335,0.0017461286124442197,0.09765625,0.990234375,,0.03,false,true,false
fedavg-ctk,call-graph,contrast-macro,,federation-wide,0.05,10,0.3783653701751236,0.22631120485925357,0.15205416531587007,0.15610273230613628,10,0.11867670189726082,0.18025237871833424,0.001953125,0.0009765625,,0.03,true,false,false
fedavg-ctk,call-graph,contrast-macro,,own-domain,0.05,10,0.21974461600059558,0.15687018127993624,0.06287443472065937,0.02767119666781241,8,-0.007487350358346302,0.1332949485030195,0.130859375,0.2783203125,,0.03,false,false,false
fedavg-ctk,call-graph,family,adwo,federation-wide,0.05,10,0.13385958238216694,0.06494281472118532,0.06891676766098162,0.061739623091603024,7,0.021497440349271688,0.1225113782365052,0.0390625,0.1611328125,,0.03,false,false,false
fedavg-ctk,call-graph,family,adwo,own-domain,0.05,8,0.0622380554592272,0.08647646055905986,-0.024238405099832657,-0.047667844522968184,3,-0.06299772734876138,0.03967132098061404,0.3828125,0.97265625,,0.03,false,false,false
fedavg-ctk,call-graph,family,airpush,federation-wide,0.05,10,0.49934525260778323,0.3065825986072833,0.19276265400049994,0.22688146583416996,8,0.08485810620245997,0.28019005611898756,0.009765625,0.009765625,,0.03,true,false,false
fedavg-ctk,call-graph,family,airpush,own-domain,0.05,10,0.2577878018515579,0.235415812040123,0.022371989811434907,-0.0214849921011058,5,-0.08833844113834027,0.12548850559167168,0.76953125,0.5771484375,,0.03,false,false,false
fedavg-ctk,call-graph,family,dowgin,federation-wide,0.05,10,0.10432568862968974,0.017060042440503485,0.08726564618918627,0.09088331091926277,9,0.05376886884614564,0.12967430034762106,0.00390625,0.0068359375,,0.03,true,false,false
fedavg-ctk,call-graph,family,dowgin,own-domain,0.05,9,0.09472172152963969,-0.031443844936498426,0.12616556646613813,0.04008633980881904,6,0.03139177628577072,0.2752512186631986,0.09765625,0.212890625,,0.03,true,false,false
fedavg-ctk,call-graph,family,gappusin,federation-wide,0.05,10,0.21043619511417333,0.1546333909422769,0.05580280417189641,0.036208964990729675,6,0.006424799052699206,0.13411517706999262,0.193359375,0.3125,,0.03,false,false,false
