experiment,seed,client,family,population,trials,peer_support,target_support_peer_present,target_support_full,centroid-distance-to-known-malware,nearest-known-family-distance,max-jaccard-to-known-family,fraction-active-features-known,distance-to-benign-centroid,learner,local_recall,peer_recall,absent_recall,full_recall,central_full_recall,ctk,pooling,total,headroom,residual_gap,evidence_class
natural-scarcity,101,anzhi,airpush,own-domain,69,348,17,0,3.4078246613861367,2.754109523730548,0.37777777777777777,0.3380281690140845,3.228910461763698,fedavg,0.927536231884058,1.0,0.9130434782608695,,,0.08695652173913049,-0.01449275362318847,0.07246376811594202,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,anzhi,airpush,federation-wide,1864,348,17,0,3.4078246613861367,2.754109523730548,0.37777777777777777,0.3380281690140845,3.228910461763698,fedavg,0.32993562231759654,0.6920600858369099,0.44420600858369097,,,0.24785407725321895,0.11427038626609443,0.3621244635193134,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,anzhi,hiddad,own-domain,15,36,4,0,4.771782697454277,4.693094055544765,0.24663677130044842,0.21016949152542372,4.729604651187583,fedavg,0.8,0.6666666666666666,0.8666666666666667,,,-0.20000000000000007,0.06666666666666665,-0.13333333333333341,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,anzhi,hiddad,federation-wide,486,36,4,0,4.771782697454277,4.693094055544765,0.24663677130044842,0.21016949152542372,4.729604651187583,fedavg,0.22633744855967078,0.10493827160493827,0.11316872427983539,,,-0.008230452674897124,-0.11316872427983539,-0.12139917695473251,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,anzhi,leadbolt,own-domain,15,105,4,0,3.4440789392441133,2.844741887634449,0.5882352941176471,0.494949494949495,3.4894175733203583,fedavg,0.26666666666666666,0.26666666666666666,0.2,,,0.06666666666666665,-0.06666666666666665,0.0,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,anzhi,leadbolt,federation-wide,885,105,4,0,3.4440789392441133,2.844741887634449,0.5882352941176471,0.494949494949495,3.4894175733203583,fedavg,0.096045197740113,0.29152542372881357,0.09830508474576272,,,0.19322033898305085,0.002259887005649719,0.19548022598870057,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,appchina,dowgin,own-domain,241,1648,107,0,2.8218644428191917,2.047622625162184,0.5544554455445545,0.5974025974025974,2.2541032833582855,fedavg,0.6141078838174274,0.5062240663900415,0.4896265560165975,,,0.01659751037344398,-0.12448132780082993,-0.10788381742738595,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,appchina,dowgin,federation-wide,5745,1648,107,0,2.8218644428191917,2.047622625162184,0.5544554455445545,0.5974025974025974,2.2541032833582855,fedavg,0.766579634464752,0.7641427328111401,0.7376849434290688,,,0.02645778938207133,-0.028894691035683207,-0.002436901653611878,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,appchina,hiddad,own-domain,17,32,8,0,4.857178937377073,4.058466591132865,0.3730886850152905,0.20677966101694914,4.165386254078359,fedavg,0.5294117647058824,0.4117647058823529,0.5294117647058824,,,-0.11764705882352944,0.0,-0.11764705882352944,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,appchina,hiddad,federation-wide,486,32,8,0,4.857178937377073,4.058466591132865,0.3730886850152905,0.20677966101694914,4.165386254078359,fedavg,0.1419753086419753,0.1337448559670782,0.12551440329218108,,,0.00823045267489711,-0.01646090534979422,-0.00823045267489711,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,appchina,revmob,own-domain,17,56,8,0,5.074313162457063,3.385541584654698,0.5287958115183246,0.25333333333333335,3.886374837754823,fedavg,0.29411764705882354,0.35294117647058826,0.11764705882352941,,,0.23529411764705885,-0.17647058823529413,0.05882352941176472,,,C-post-confirmatory-evidence-preserving
natural-scarcity,101,appchina,revmob,federation-wide,654,56,8,0,5.074313162457063,3.385541584654698,0.5287958115183246,0.25333333333333335,3.886374837754823,fedavg,0.1437308868501529,0.26758409785932724,0.0672782874617737,,,0.20030581039755355,-0.0764525993883792,0.12385321100917435,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,play-early,adwo,own-domain,37,326,0,0,3.9305555274323907,2.686618647463948,0.47580645161290325,0.5444444444444444,4.008743187649034,fedavg,0.6486486486486487,0.9459459459459459,0.8918918918918919,,,0.05405405405405406,0.2432432432432432,0.29729729729729726,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,play-early,adwo,federation-wide,834,326,0,0,3.9305555274323907,2.686618647463948,0.47580645161290325,0.5444444444444444,4.008743187649034,fedavg,0.3824940047961631,0.9244604316546763,0.8369304556354916,,,0.08752997601918466,0.45443645083932854,0.5419664268585132,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,play-early,gappusin,own-domain,20,439,4,0,3.3796926315491844,2.104483517043824,0.5370370370370371,0.6301369863013698,3.3517273465692123,fedavg,0.5,0.9,0.9,,,0.0,0.4,0.4,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,play-early,gappusin,federation-wide,1369,439,4,0,3.3796926315491844,2.104483517043824,0.5370370370370371,0.6301369863013698,3.3517273465692123,fedavg,0.44558071585098613,0.9079620160701242,0.7465303140978816,,,0.16143170197224255,0.3009495982468955,0.46238130021913804,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,play-late,airpush,own-domain,41,318,5,0,3.941573446736944,3.299050930343698,0.40764331210191085,0.5648148148148148,5.065545472933486,fedavg,0.24390243902439024,0.6341463414634146,0.21951219512195122,,,0.41463414634146345,-0.02439024390243902,0.3902439024390244,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,play-late,airpush,federation-wide,2173,318,5,0,3.941573446736944,3.299050930343698,0.40764331210191085,0.5648148148148148,5.065545472933486,fedavg,0.5899677864703176,0.878969167050161,0.7708237459733088,,,0.10814542107685221,0.18085595950299127,0.2890013805798435,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,play-late,leadbolt,own-domain,17,93,0,0,3.931603430271893,3.1815421751526913,0.48554913294797686,0.5855855855855856,4.943091454128165,fedavg,0.5882352941176471,0.7647058823529411,0.11764705882352941,,,0.6470588235294117,-0.47058823529411764,0.17647058823529405,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,play-late,leadbolt,federation-wide,738,93,0,0,3.931603430271893,3.1815421751526913,0.48554913294797686,0.5855855855855856,4.943091454128165,fedavg,0.470189701897019,0.9146341463414634,0.5934959349593496,,,0.32113821138211385,0.12330623306233063,0.4444444444444445,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,anzhi,airpush,own-domain,38,308,15,0,3.1646442592695436,2.4387656712048607,0.4965034965034965,0.44954128440366975,2.8782572449505377,fedavg,0.7894736842105263,0.9736842105263158,0.9736842105263158,,,0.0,0.1842105263157895,0.1842105263157895,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,anzhi,airpush,federation-wide,2173,308,15,0,3.1646442592695436,2.4387656712048607,0.4965034965034965,0.44954128440366975,2.8782572449505377,fedavg,0.38426138978370916,0.7059364933271974,0.6083755177174414,,,0.09756097560975607,0.2241141279337322,0.32167510354348827,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,anzhi,leadbolt,own-domain,16,90,3,0,3.4858453752450482,2.936987304690667,0.5298507462686567,0.4594594594594595,3.308787724516604,fedavg,0.75,0.375,0.3125,,,0.0625,-0.4375,-0.375,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,anzhi,leadbolt,federation-wide,738,90,3,0,3.4858453752450482,2.936987304690667,0.5298507462686567,0.4594594594594595,3.308787724516604,fedavg,0.11653116531165311,0.2669376693766938,0.12330623306233063,,,0.14363143631436315,0.006775067750677516,0.15040650406504066,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,appchina,dowgin,own-domain,219,1552,96,0,2.7840436797055097,2.028478578563196,0.5855855855855856,0.5974025974025974,2.2511865300687086,fedavg,0.5525114155251142,0.5068493150684932,0.5114155251141552,,,-0.004566210045662045,-0.04109589041095896,-0.045662100456621,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,appchina,dowgin,federation-wide,5125,1552,96,0,2.7840436797055097,2.028478578563196,0.5855855855855856,0.5974025974025974,2.2511865300687086,fedavg,0.6977560975609756,0.7434146341463415,0.7346341463414634,,,0.008780487804878057,0.03687804878048784,0.045658536585365894,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,appchina,revmob,own-domain,16,63,4,0,5.154093328922038,3.4412326628859993,0.49390243902439024,0.2605633802816901,4.025907369461369,fedavg,0.0625,0.125,0.0,,,0.125,-0.0625,0.0625,,,C-post-confirmatory-evidence-preserving
natural-scarcity,102,appchina,revmob,federation-wide,432,63,4,0,5.154093328922038,3.4412326628859993,0.49390243902439024,0.2605633802816901,4.025907369461369,fedavg,0.08333333333333333,0.27546296296296297,0.04861111111111111,,,0.22685185185185186,-0.03472222222222222,0.19212962962962965,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-early,adwo,own-domain,19,328,1,0,3.9766767103941167,2.73524254983272,0.49122807017543857,0.5568181818181818,3.9759678258931173,fedavg,0.8421052631578947,0.8947368421052632,0.8421052631578947,,,0.052631578947368474,0.0,0.052631578947368474,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-early,adwo,federation-wide,808,328,1,0,3.9766767103941167,2.73524254983272,0.49122807017543857,0.5568181818181818,3.9759678258931173,fedavg,0.879950495049505,0.9195544554455446,0.8886138613861386,,,0.030940594059405968,0.008663366336633671,0.03960396039603964,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-early,dowgin,own-domain,18,1758,0,0,3.7692123449960926,1.98864549209988,0.48148148148148145,0.6025641025641025,3.5334382283962453,fedavg,0.5,0.5,0.8333333333333334,,,-0.33333333333333337,0.33333333333333337,0.0,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-early,dowgin,federation-wide,5418,1758,0,0,3.7692123449960926,1.98864549209988,0.48148148148148145,0.6025641025641025,3.5334382283962453,fedavg,0.5736434108527132,0.9117755629383536,0.905500184569952,,,0.006275378368401641,0.33185677371723876,0.3381321520856404,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-early,gappusin,own-domain,39,417,5,0,3.488281681457124,1.8944150975956813,0.6666666666666666,0.5753424657534246,3.3704861603580847,fedavg,0.8461538461538461,0.8461538461538461,0.7948717948717948,,,0.05128205128205132,-0.05128205128205132,0.0,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-early,gappusin,federation-wide,1705,417,5,0,3.488281681457124,1.8944150975956813,0.6666666666666666,0.5753424657534246,3.3704861603580847,fedavg,0.6293255131964809,0.743108504398827,0.5055718475073314,,,0.2375366568914956,-0.12375366568914947,0.11378299120234614,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-late,airpush,own-domain,109,295,11,0,3.8748030593562257,3.171949638560111,0.4079601990049751,0.5754716981132075,5.03133171817899,fedavg,0.6422018348623854,0.26605504587155965,0.21100917431192662,,,0.05504587155963303,-0.43119266055045874,-0.3761467889908257,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-late,airpush,federation-wide,3033,295,11,0,3.8748030593562257,3.171949638560111,0.4079601990049751,0.5754716981132075,5.03133171817899,fedavg,0.7949225189581273,0.8545994065281899,0.6834817012858556,,,0.17111770524233427,-0.11144081767227165,0.05967688757006262,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-late,leadbolt,own-domain,56,97,1,0,3.9753236692567464,3.163370759889078,0.42424242424242425,0.580952380952381,5.026686720929465,fedavg,0.875,0.9642857142857143,0.8035714285714286,,,0.1607142857142857,-0.0714285714285714,0.0892857142857143,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-late,leadbolt,federation-wide,909,97,1,0,3.9753236692567464,3.163370759889078,0.42424242424242425,0.580952380952381,5.026686720929465,fedavg,0.5731573157315731,0.8888888888888888,0.5566556655665567,,,0.3322332233223322,-0.01650165016501648,0.3157315731573157,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-late,revmob,own-domain,18,62,1,0,5.192528175294071,4.215732781892256,0.4189189189189189,0.5,5.924207053239671,fedavg,0.6666666666666666,0.7222222222222222,0.2777777777777778,,,0.4444444444444444,-0.38888888888888884,0.05555555555555558,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,play-late,revmob,federation-wide,560,62,1,0,5.192528175294071,4.215732781892256,0.4189189189189189,0.5,5.924207053239671,fedavg,0.5428571428571428,0.7732142857142857,0.2642857142857143,,,0.5089285714285714,-0.2785714285714285,0.23035714285714293,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,anzhi,airpush,own-domain,74,291,15,0,3.2362288741329523,2.454285202965225,0.4732824427480916,0.44339622641509435,3.092446973757604,fedavg,0.918918918918919,1.0,0.972972972972973,,,0.027027027027026973,0.05405405405405406,0.08108108108108103,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,anzhi,airpush,federation-wide,3033,291,15,0,3.2362288741329523,2.454285202965225,0.4732824427480916,0.44339622641509435,3.092446973757604,fedavg,0.380811078140455,0.7283217936036928,0.5077481041872733,,,0.22057368941641942,0.12693702604681834,0.34751071546323775,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,anzhi,leadbolt,own-domain,19,94,4,0,3.4467629535199045,2.8376613229534082,0.5555555555555556,0.46226415094339623,3.475447092076771,fedavg,0.631578947368421,0.7368421052631579,0.5263157894736842,,,0.21052631578947367,-0.10526315789473684,0.10526315789473684,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,anzhi,leadbolt,federation-wide,909,94,4,0,3.4467629535199045,2.8376613229534082,0.5555555555555556,0.46226415094339623,3.475447092076771,fedavg,0.3542354235423542,0.5885588558855885,0.18041804180418042,,,0.4081408140814081,-0.1738173817381738,0.23432343234323433,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,appchina,dowgin,own-domain,221,1665,93,0,2.8323642659713424,2.0647150840139887,0.5692307692307692,0.5897435897435898,2.29116901620393,fedavg,0.6968325791855203,0.47058823529411764,0.4660633484162896,,,0.004524886877828038,-0.23076923076923073,-0.2262443438914027,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,appchina,dowgin,federation-wide,5418,1665,93,0,2.8323642659713424,2.0647150840139887,0.5692307692307692,0.5897435897435898,2.29116901620393,fedavg,0.7567368032484312,0.6655592469545958,0.6974898486526393,,,-0.031930601698043515,-0.05924695459579188,-0.0911775562938354,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,appchina,revmob,own-domain,18,59,4,0,5.271710174225373,3.5754285862434068,0.5055555555555555,0.2733812949640288,4.150689673214761,fedavg,0.2777777777777778,0.2777777777777778,0.05555555555555555,,,0.22222222222222224,-0.22222222222222224,0.0,,,C-post-confirmatory-evidence-preserving
natural-scarcity,103,appchina,revmob,federation-wide,560,59,4,0,5.271710174225373,3.5754285862434068,0.5055555555555555,0.2733812949640288,4.150689673214761,fedavg,0.2375,0.4232142857142857,0.09285714285714286,,,0.33035714285714285,-0.14464285714285713,0.18571428571428572,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,play-early,adwo,own-domain,31,330,5,0,3.9873579124307854,2.572299112410201,0.6526315789473685,0.550561797752809,4.0108563361087475,fedavg,0.8387096774193549,0.8709677419354839,0.7741935483870968,,,0.09677419354838712,-0.06451612903225812,0.032258064516129004,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,play-early,adwo,federation-wide,871,330,5,0,3.9873579124307854,2.572299112410201,0.6526315789473685,0.550561797752809,4.0108563361087475,fedavg,0.8289322617680827,0.8828932261768083,0.8185993111366245,,,0.06429391504018378,-0.010332950631458115,0.053960964408725665,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,play-early,dowgin,own-domain,41,1636,1,0,3.710847113620101,1.979765940077789,0.48,0.6103896103896104,3.533457178565113,fedavg,0.8048780487804879,0.7317073170731707,0.7804878048780488,,,-0.04878048780487809,-0.024390243902439046,-0.07317073170731714,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,play-early,dowgin,federation-wide,6892,1636,1,0,3.710847113620101,1.979765940077789,0.48,0.6103896103896104,3.533457178565113,fedavg,0.2977365060940221,0.9104759141033082,0.8739117817759722,,,0.03656413232733602,0.57617527568195,0.6127394080092861,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,play-early,gappusin,own-domain,43,405,5,0,3.414725477434504,1.9234913733739984,0.6039603960396039,0.6052631578947368,3.378005973571148,fedavg,0.7906976744186046,0.8837209302325582,0.7906976744186046,,,0.09302325581395354,0.0,0.09302325581395354,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,play-early,gappusin,federation-wide,1505,405,5,0,3.414725477434504,1.9234913733739984,0.6039603960396039,0.6052631578947368,3.378005973571148,fedavg,0.6212624584717608,0.8285714285714286,0.6006644518272425,,,0.22790697674418614,-0.020598006644518274,0.20730897009966787,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,play-late,airpush,own-domain,68,323,7,0,3.8047553110853087,3.6864793163873726,0.4947916666666667,0.44755244755244755,4.935231133478014,fedavg,0.3235294117647059,0.5735294117647058,0.14705882352941177,,,0.42647058823529405,-0.17647058823529413,0.24999999999999994,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,play-late,airpush,federation-wide,2316,323,7,0,3.8047553110853087,3.6864793163873726,0.4947916666666667,0.44755244755244755,4.935231133478014,fedavg,0.5880829015544041,0.9563903281519862,0.7033678756476683,,,0.2530224525043179,0.11528497409326421,0.3683074265975821,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,play-late,leadbolt,own-domain,70,95,1,0,3.8979731746473236,3.6806939361486073,0.509090909090909,0.5428571428571428,4.985718247293246,fedavg,0.7428571428571429,0.8857142857142857,0.05714285714285714,,,0.8285714285714285,-0.6857142857142857,0.1428571428571428,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,play-late,leadbolt,federation-wide,875,95,1,0,3.8979731746473236,3.6806939361486073,0.509090909090909,0.5428571428571428,4.985718247293246,fedavg,0.41942857142857143,0.8205714285714286,0.46285714285714286,,,0.35771428571428576,0.04342857142857143,0.4011428571428572,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,anzhi,airpush,own-domain,42,310,20,0,3.386545680288809,2.6710520347971243,0.3869047619047619,0.3472222222222222,3.062590531226897,fedavg,0.6666666666666666,1.0,0.9523809523809523,,,0.04761904761904767,0.2857142857142857,0.33333333333333337,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,anzhi,airpush,federation-wide,2316,310,20,0,3.386545680288809,2.6710520347971243,0.3869047619047619,0.3472222222222222,3.062590531226897,fedavg,0.40371329879101897,0.6627806563039723,0.5228842832469776,,,0.13989637305699476,0.11917098445595858,0.25906735751295334,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,anzhi,leadbolt,own-domain,15,90,6,0,3.401842140946528,2.7419227348830546,0.5658914728682171,0.4766355140186916,3.195453427419076,fedavg,0.13333333333333333,0.26666666666666666,0.26666666666666666,,,0.0,0.13333333333333333,0.13333333333333333,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,anzhi,leadbolt,federation-wide,875,90,6,0,3.401842140946528,2.7419227348830546,0.5658914728682171,0.4766355140186916,3.195453427419076,fedavg,0.08685714285714285,0.328,0.11771428571428572,,,0.2102857142857143,0.03085714285714286,0.24114285714285716,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,appchina,dowgin,own-domain,297,1556,81,0,2.728184140606838,2.0179177711483276,0.53,0.6052631578947368,2.25963881803825,fedavg,0.6296296296296297,0.4983164983164983,0.4713804713804714,,,0.026936026936026924,-0.15824915824915825,-0.13131313131313133,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,appchina,dowgin,federation-wide,6892,1556,81,0,2.728184140606838,2.0179177711483276,0.53,0.6052631578947368,2.25963881803825,fedavg,0.6465467208357516,0.5819791062100986,0.609257109692397,,,-0.027278003482298363,-0.037289611143354606,-0.06456761462565297,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,appchina,hiddad,own-domain,25,39,6,0,4.804769520458836,3.7300858266576014,0.39171974522292996,0.2027491408934708,4.18563070815971,fedavg,0.68,0.64,0.64,,,0.0,-0.040000000000000036,-0.040000000000000036,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,appchina,hiddad,federation-wide,568,39,6,0,4.804769520458836,3.7300858266576014,0.39171974522292996,0.2027491408934708,4.18563070815971,fedavg,0.08274647887323944,0.11443661971830986,0.10035211267605634,,,0.014084507042253516,0.017605633802816906,0.03169014084507042,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,appchina,revmob,own-domain,23,45,4,0,4.524958748393709,2.517907382573409,0.5277777777777778,0.26490066225165565,3.3137832016755757,fedavg,0.17391304347826086,0.21739130434782608,0.0,,,0.21739130434782608,-0.17391304347826086,0.043478260869565216,,,C-post-confirmatory-evidence-preserving
natural-scarcity,104,appchina,revmob,federation-wide,620,45,4,0,4.524958748393709,2.517907382573409,0.5277777777777778,0.26490066225165565,3.3137832016755757,fedavg,0.1032258064516129,0.34516129032258064,0.06451612903225806,,,0.2806451612903226,-0.03870967741935484,0.24193548387096775,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,play-early,adwo,own-domain,24,288,4,0,3.9622375116260793,2.808204127281425,0.47586206896551725,0.550561797752809,4.011764169429435,fedavg,0.75,0.9166666666666666,0.9166666666666666,,,0.0,0.16666666666666663,0.16666666666666663,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,play-early,adwo,federation-wide,1105,288,4,0,3.9622375116260793,2.808204127281425,0.47586206896551725,0.550561797752809,4.011764169429435,fedavg,0.7348416289592761,0.881447963800905,0.8823529411764706,,,-0.0009049773755656076,0.1475113122171945,0.14660633484162888,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,play-early,gappusin,own-domain,44,445,3,0,3.3845949536777873,2.0752116733448007,0.4957983193277311,0.6197183098591549,3.35721108975858,fedavg,0.6363636363636364,0.6818181818181818,0.7272727272727273,,,-0.045454545454545525,0.09090909090909094,0.045454545454545414,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,play-early,gappusin,federation-wide,1572,445,3,0,3.3845949536777873,2.0752116733448007,0.4957983193277311,0.6197183098591549,3.35721108975858,fedavg,0.44529262086513993,0.6647582697201018,0.6367684478371501,,,0.027989821882951627,0.1914758269720102,0.21946564885496184,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,play-late,airpush,own-domain,68,363,3,0,3.8298271619846593,3.7835916894727317,0.41954022988505746,0.45774647887323944,5.027772361261663,fedavg,0.17647058823529413,0.5441176470588235,0.14705882352941177,,,0.3970588235294117,-0.02941176470588236,0.3676470588235293,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,play-late,airpush,federation-wide,2397,363,3,0,3.8298271619846593,3.7835916894727317,0.41954022988505746,0.45774647887323944,5.027772361261663,fedavg,0.5073007926574885,0.9482686691697956,0.7513558614935336,,,0.19691280767626196,0.2440550688360451,0.44096787651230707,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,play-late,leadbolt,own-domain,57,95,3,0,3.9124241995901867,3.7028331746881396,0.35714285714285715,0.5576923076923077,5.05584849910753,fedavg,0.9122807017543859,0.9473684210526315,0.10526315789473684,,,0.8421052631578947,-0.8070175438596491,0.03508771929824561,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,play-late,leadbolt,federation-wide,905,95,3,0,3.9124241995901867,3.7028331746881396,0.35714285714285715,0.5576923076923077,5.05584849910753,fedavg,0.6121546961325967,0.8685082872928177,0.5149171270718232,,,0.35359116022099446,-0.09723756906077341,0.25635359116022105,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,play-late,revmob,own-domain,15,60,3,0,4.380511409379359,3.9932342449393268,0.4166666666666667,0.4533333333333333,5.341344042528846,fedavg,0.8666666666666667,1.0,0.2,,,0.8,-0.6666666666666667,0.1333333333333333,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,play-late,revmob,federation-wide,944,60,3,0,4.380511409379359,3.9932342449393268,0.4166666666666667,0.4533333333333333,5.341344042528846,fedavg,0.21822033898305085,0.7934322033898306,0.13665254237288135,,,0.6567796610169492,-0.0815677966101695,0.5752118644067797,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,anzhi,airpush,own-domain,53,349,17,0,3.3866240643321075,2.6938072479518596,0.3872832369942196,0.35664335664335667,3.2085555901454654,fedavg,0.8867924528301887,1.0,0.9622641509433962,,,0.037735849056603765,0.07547169811320753,0.1132075471698113,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,anzhi,airpush,federation-wide,2397,349,17,0,3.3866240643321075,2.6938072479518596,0.3872832369942196,0.35664335664335667,3.2085555901454654,fedavg,0.3871506049228202,0.7396745932415519,0.6078431372549019,,,0.13183145598665003,0.2206925323320817,0.3525239883187317,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,anzhi,hiddad,own-domain,20,35,8,0,4.6810134537787365,4.561360983798329,0.25333333333333335,0.21863799283154123,4.6294081615930684,fedavg,0.75,0.8,0.8,,,0.0,0.050000000000000044,0.050000000000000044,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,anzhi,hiddad,federation-wide,598,35,8,0,4.6810134537787365,4.561360983798329,0.25333333333333335,0.21863799283154123,4.6294081615930684,fedavg,0.6120401337792643,0.1939799331103679,0.17725752508361203,,,0.01672240802675587,-0.4347826086956522,-0.4180602006688964,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,anzhi,leadbolt,own-domain,17,90,8,0,3.449575321478912,2.8611854861848895,0.5932203389830508,0.49514563106796117,3.486313601348835,fedavg,0.4117647058823529,0.5882352941176471,0.4117647058823529,,,0.17647058823529416,0.0,0.17647058823529416,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,anzhi,leadbolt,federation-wide,905,90,8,0,3.449575321478912,2.8611854861848895,0.5932203389830508,0.49514563106796117,3.486313601348835,fedavg,0.16464088397790055,0.549171270718232,0.17458563535911603,,,0.374585635359116,0.009944751381215478,0.38453038674033146,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,appchina,dowgin,own-domain,267,1593,76,0,2.7957748489819725,2.0956157516088187,0.6320754716981132,0.5822784810126582,2.2350507614607555,fedavg,0.6254681647940075,0.651685393258427,0.6591760299625468,,,-0.0074906367041197575,0.0337078651685393,0.02621722846441954,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,appchina,dowgin,federation-wide,6444,1593,76,0,2.7957748489819725,2.0956157516088187,0.6320754716981132,0.5822784810126582,2.2350507614607555,fedavg,0.7347920546244568,0.8100558659217877,0.8220049658597145,,,-0.01194909993792681,0.08721291123525765,0.07526381129733084,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,appchina,hiddad,own-domain,19,40,3,0,4.758214320441572,3.9547196338222257,0.391304347826087,0.20714285714285716,4.050076723944937,fedavg,0.8947368421052632,0.631578947368421,0.7894736842105263,,,-0.1578947368421053,-0.10526315789473684,-0.26315789473684215,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,appchina,hiddad,federation-wide,598,40,3,0,4.758214320441572,3.9547196338222257,0.391304347826087,0.20714285714285716,4.050076723944937,fedavg,0.13377926421404682,0.18561872909698995,0.17725752508361203,,,0.00836120401337792,0.043478260869565216,0.05183946488294314,,,C-post-confirmatory-evidence-preserving
natural-scarcity,105,appchina,revmob,own-domain,17,58,5,0,4.5496164880062135,2.552667256749836,0.5217391304347826,0.2565789473684211,3.252390698444515,fedavg,0.11764705882352941,0.17647058823529413,0.058823529411764705,,,0.11764705882352942,-0.058823529411764705,0.05882352941176472,,,C-post-confirmatory-evidence-preserving
