experiment,seed,client,family,population,trials,peer_support,target_support_peer_present,target_support_full,centroid-distance-to-known-malware,nearest-known-family-distance,max-jaccard-to-known-family,fraction-active-features-known,distance-to-benign-centroid,learner,local_recall,peer_recall,absent_recall,full_recall,central_full_recall,ctk,pooling,total,headroom,residual_gap,evidence_class
controlled-exposure,101,play-early,airpush,federation-wide,1864,170,0,210,3.6107089350448907,2.4148124748939077,0.6065573770491803,0.7010309278350515,3.5512908551086424,fedavg,0.7725321888412017,0.8090128755364807,0.7446351931330472,0.9141630901287554,0.8975321888412017,0.06437768240343356,-0.027896995708154515,0.03648068669527904,0.14163090128755373,0.1051502145922747,C-post-confirmatory-evidence-preserving
controlled-exposure,101,play-early,adwo,own-domain,9,354,0,3,4.109313286596289,2.3644355221296895,0.6458333333333334,0.6777777777777778,4.017826368614283,fedavg,1.0,1.0,0.8888888888888888,1.0,1.0,0.11111111111111116,-0.11111111111111116,0.0,0.0,0.0,C-post-confirmatory-evidence-preserving
controlled-exposure,101,play-early,adwo,federation-wide,913,354,0,3,4.109313286596289,2.3644355221296895,0.6458333333333334,0.6777777777777778,4.017826368614283,fedavg,0.8926615553121577,0.9594742606790799,0.8904709748083242,0.9583789704271632,0.9715224534501643,0.06900328587075577,-0.0021905805038335835,0.06681270536692219,0.0657174151150055,-0.0010952902519166807,C-post-confirmatory-evidence-preserving
controlled-exposure,101,play-late,leadbolt,own-domain,20,112,0,1,3.9232248103375995,3.275301705074222,0.41139240506329117,0.5392156862745098,5.068889159191522,fedavg,0.0,0.75,0.4,0.75,0.75,0.35,0.4,0.75,0.75,0.0,C-post-confirmatory-evidence-preserving
controlled-exposure,101,play-late,leadbolt,federation-wide,885,112,0,1,3.9232248103375995,3.275301705074222,0.41139240506329117,0.5392156862745098,5.068889159191522,fedavg,0.24858757062146894,0.8271186440677966,0.4971751412429379,0.848587570621469,0.8723163841807909,0.3299435028248587,0.24858757062146894,0.5785310734463276,0.6,0.021468926553672385,C-post-confirmatory-evidence-preserving
controlled-exposure,101,play-late,revmob,own-domain,15,65,0,2,4.938966106603984,3.870402736901703,0.4782608695652174,0.4105960264900662,5.74174572139714,fedavg,0.26666666666666666,0.6,0.13333333333333333,0.6666666666666666,0.7333333333333333,0.4666666666666667,-0.13333333333333333,0.3333333333333333,0.39999999999999997,0.06666666666666665,C-post-confirmatory-evidence-preserving
controlled-exposure,101,play-late,revmob,federation-wide,654,65,0,2,4.938966106603984,3.870402736901703,0.4782608695652174,0.4105960264900662,5.74174572139714,fedavg,0.3211009174311927,0.8348623853211009,0.2981651376146789,0.8807339449541285,0.8807339449541285,0.536697247706422,-0.02293577981651379,0.5137614678899083,0.5596330275229358,0.04587155963302758,C-post-confirmatory-evidence-preserving
controlled-exposure,101,play-late,hiddad,own-domain,376,21,0,20,2.9649486494307045,2.6721930932744447,0.5019157088122606,0.5784313725490197,4.125983466437819,fedavg,0.17287234042553193,0.19414893617021275,0.18882978723404256,0.8430851063829787,0.8563829787234043,0.005319148936170193,0.015957446808510634,0.021276595744680826,0.6702127659574468,0.648936170212766,C-post-confirmatory-evidence-preserving
controlled-exposure,101,play-late,hiddad,federation-wide,486,21,0,20,2.9649486494307045,2.6721930932744447,0.5019157088122606,0.5784313725490197,4.125983466437819,fedavg,0.2674897119341564,0.29218106995884774,0.2716049382716049,0.7962962962962963,0.8045267489711934,0.020576131687242816,0.004115226337448541,0.024691358024691357,0.5288065843621399,0.5041152263374485,C-post-confirmatory-evidence-preserving
controlled-exposure,101,appchina,dowgin,own-domain,241,1648,0,107,2.951322946828574,2.047622625162184,0.5544554455445545,0.5844155844155844,2.2541032833582855,fedavg,0.5477178423236515,0.5352697095435685,0.5352697095435685,0.5684647302904564,0.6929460580912863,0.0,-0.012448132780083054,-0.012448132780083054,0.020746887966804906,0.03319502074688796,C-post-confirmatory-evidence-preserving
controlled-exposure,101,appchina,dowgin,federation-wide,5745,1648,0,107,2.951322946828574,2.047622625162184,0.5544554455445545,0.5844155844155844,2.2541032833582855,fedavg,0.6840731070496083,0.768668407310705,0.7545691906005222,0.7705831157528286,0.8802436901653612,0.014099216710182771,0.07049608355091386,0.08459530026109663,0.08651000870322023,0.0019147084421236027,C-post-confirmatory-evidence-preserving
controlled-exposure,101,appchina,gappusin,own-domain,1312,108,0,304,2.7346381548085414,1.4893694917137508,0.7037037037037037,0.7183098591549296,1.6977573991927424,fedavg,0.3704268292682927,0.3384146341463415,0.2728658536585366,0.5632621951219512,0.6219512195121951,0.06554878048780488,-0.09756097560975607,-0.03201219512195119,0.1928353658536585,0.2248475609756097,C-post-confirmatory-evidence-preserving
controlled-exposure,101,appchina,gappusin,federation-wide,1624,108,0,304,2.7346381548085414,1.4893694917137508,0.7037037037037037,0.7183098591549296,1.6977573991927424,fedavg,0.3626847290640394,0.33189655172413796,0.2629310344827586,0.5178571428571429,0.5991379310344828,0.06896551724137934,-0.0997536945812808,-0.030788177339901468,0.15517241379310348,0.18596059113300495,C-post-confirmatory-evidence-preserving
controlled-exposure,102,play-early,airpush,own-domain,1718,168,0,161,3.6839100903277524,2.1883670377063194,0.6101694915254238,0.6276595744680851,3.5711539155687047,fedavg,0.7543655413271245,0.7555296856810244,0.689755529685681,0.8376018626309663,0.9452852153667055,0.06577415599534342,-0.06461001164144353,0.0011641443538998875,0.08323632130384173,0.08207217694994184,C-post-confirmatory-evidence-preserving
controlled-exposure,102,play-early,airpush,federation-wide,2173,168,0,161,3.6839100903277524,2.1883670377063194,0.6101694915254238,0.6276595744680851,3.5711539155687047,fedavg,0.7809479981592269,0.7919926369075011,0.7358490566037735,0.8587206626783249,0.9507593189139438,0.05614358030372757,-0.045098941555453353,0.011044638748274216,0.07777266451909803,0.06672802577082382,C-post-confirmatory-evidence-preserving
controlled-exposure,102,play-late,leadbolt,own-domain,17,98,0,0,3.8826380211670006,2.85415909632965,0.48554913294797686,0.5855855855855856,4.943091454128165,fedavg,0.5882352941176471,0.7058823529411765,0.058823529411764705,0.7647058823529411,0.8235294117647058,0.6470588235294118,-0.5294117647058824,0.11764705882352944,0.17647058823529405,0.05882352941176461,C-post-confirmatory-evidence-preserving
controlled-exposure,102,play-late,leadbolt,federation-wide,738,98,0,0,3.8826380211670006,2.85415909632965,0.48554913294797686,0.5855855855855856,4.943091454128165,fedavg,0.4823848238482385,0.8970189701897019,0.5149051490514905,0.9214092140921409,0.9579945799457995,0.38211382113821135,0.03252032520325204,0.4146341463414634,0.43902439024390244,0.024390243902439046,C-post-confirmatory-evidence-preserving
controlled-exposure,102,anzhi,dowgin,own-domain,4891,99,0,1549,2.152754001084323,1.2112050233989897,0.7534246575342466,0.78125,2.008933258936978,fedavg,0.7360457984052341,0.616847270496831,0.6591699039051319,0.6260478429768963,0.703946023308117,-0.04232263340830089,-0.07687589450010224,-0.11919852790840313,-0.10999795542833779,0.009200572480065339,C-post-confirmatory-evidence-preserving
controlled-exposure,102,anzhi,dowgin,federation-wide,5125,99,0,1549,2.152754001084323,1.2112050233989897,0.7534246575342466,0.78125,2.008933258936978,fedavg,0.7270243902439024,0.6033170731707317,0.6450731707317073,0.6122926829268293,0.689560975609756,-0.04175609756097565,-0.08195121951219508,-0.12370731707317073,-0.11473170731707316,0.008975609756097569,C-post-confirmatory-evidence-preserving
controlled-exposure,102,anzhi,gappusin,own-domain,286,363,0,80,2.8981241462928384,1.4121065479788315,0.6862745098039216,0.5945945945945946,2.38767404950206,fedavg,0.3146853146853147,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.3111888111888112,0.0,-0.1993006993006993,-0.1993006993006993,-0.1993006993006993,0.0,C-post-confirmatory-evidence-preserving
controlled-exposure,102,anzhi,gappusin,federation-wide,1369,363,0,80,2.8981241462928384,1.4121065479788315,0.6862745098039216,0.5945945945945946,2.38767404950206,fedavg,0.2556610664718773,0.1672753834915997,0.15193571950328708,0.1760409057706355,0.3162892622352082,0.01533966398831263,-0.10372534696859023,-0.0883856829802776,-0.07962016070124181,0.008765522279035792,C-post-confirmatory-evidence-preserving
controlled-exposure,102,anzhi,adwo,own-domain,99,291,0,37,3.8548309982774875,1.7953493970585166,0.7403846153846154,0.5348837209302325,3.3735648497755863,fedavg,0.6060606060606061,0.4444444444444444,0.41414141414141414,0.45454545454545453,0.43434343434343436,0.030303030303030276,-0.19191919191919193,-0.16161616161616166,-0.15151515151515155,0.01010101010101011,C-post-confirmatory-evidence-preserving
