set,population,alpha,cells,outcome,predictor,spearman_rho,p_value,evidence_class
pooled-family-sets,own-domain,0.01,126,placebo_eff,fit_ratio,0.06574942664737556,0.464490850362972,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.01,126,placebo_eff,centroid-distance-to-known-malware,-0.06466983823996814,0.47187227861695524,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.01,126,placebo_eff,max-jaccard-to-known-family,0.23076868967896033,0.009329312822720011,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.01,126,trim_minus_mean,top_share,-0.07568636724454443,0.39960921415441575,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.01,126,trim_minus_mean,n_peers,0.08327013651013954,0.3539261629675033,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.01,126,trim_minus_mean,n_peers30,0.152821072334709,0.08756845377607048,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.01,126,trim_minus_mean,peer_rows,0.05653080603491777,0.5295221160002358,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.01,126,med_minus_mean,top_share,-0.09461960914273185,0.29193608795942455,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.01,126,med_minus_mean,n_peers,0.11442301753434272,0.20203001596305312,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.01,126,med_minus_mean,n_peers30,0.09944426888283184,0.26791234830233146,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.01,126,med_minus_mean,peer_rows,-0.03746987304988039,0.6770055040718927,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,placebo_eff,centroid_distance,-0.04379892704707739,0.6262755288597746,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,placebo_eff,placebo_rank,-0.14126528985318385,0.11460725146977344,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,placebo_eff,nearest_known_distance,0.04172121626284936,0.6427522235072893,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,placebo_eff,fit_ratio,0.1524095516335206,0.08843508139930943,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,placebo_eff,centroid-distance-to-known-malware,-0.11704561386277137,0.19181418391282604,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,placebo_eff,max-jaccard-to-known-family,0.1471048978693914,0.10022847194393182,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,trim_minus_mean,top_share,-0.06330297443921956,0.4813087759685444,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,trim_minus_mean,n_peers,0.06997250486239351,0.4362351125168915,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,trim_minus_mean,n_peers30,0.03306730897675408,0.7131857406797453,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,trim_minus_mean,peer_rows,-0.10963964957701372,0.22166048054703152,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,med_minus_mean,top_share,0.1348007629770802,0.13234147485344655,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,med_minus_mean,n_peers,0.005409966711116869,0.95205851099342,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,med_minus_mean,n_peers30,-0.18661161404698962,0.03641618360348901,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.05,126,med_minus_mean,peer_rows,-0.08512583027619455,0.34326505938103874,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,placebo_eff,centroid_distance,-0.027001817062886114,0.7640790092889808,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,placebo_eff,placebo_rank,-0.08930745232653635,0.31999330758206285,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,placebo_eff,nearest_known_distance,-0.009217899312819779,0.9184061470690744,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,placebo_eff,fit_ratio,0.07141209704094707,0.42683160048929214,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,placebo_eff,centroid-distance-to-known-malware,-0.09482925157137774,0.29086339174112574,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,placebo_eff,max-jaccard-to-known-family,0.24153515094007713,0.006436604837828077,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,trim_minus_mean,top_share,-0.03926189990691788,0.6624813566226125,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,trim_minus_mean,n_peers,-0.06694273604089039,0.4564062771582228,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,trim_minus_mean,n_peers30,0.04726817946087338,0.5991730941154754,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,trim_minus_mean,peer_rows,0.07468283151672508,0.40590617273537893,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,med_minus_mean,top_share,0.07029154471317674,0.43414101009602507,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,med_minus_mean,n_peers,0.051576028189534794,0.5662712824048655,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,med_minus_mean,n_peers30,0.14397860389635814,0.10773861574090016,D-post-hoc-diagnostic
pooled-family-sets,own-domain,0.1,126,med_minus_mean,peer_rows,0.204901906720659,0.02135929408776444,D-post-hoc-diagnostic
