scope,population,alpha,seed,difference,learner,contrast,level
pooled-family-sets,own-domain,0.01,322,0.06862319944354267,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.01,322,0.09194399203101528,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.05,322,0.03682013441934057,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.05,322,0.09252130123105012,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.1,322,0.036080361983926945,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.1,322,0.07837548345301437,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.01,323,0.11807326709325139,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.01,323,0.09447931815979743,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.05,323,0.09264636471371102,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.05,323,0.09555892634195479,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.1,323,0.0749740513973649,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.1,323,0.1266367154993835,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.01,324,0.011551694475529645,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.01,324,0.004983715495555069,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.05,324,0.008766835160223085,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.05,324,0.048991765467474524,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.1,324,0.11709330349174274,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.1,324,0.12550252125372524,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.01,325,0.12297336979594298,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.01,325,0.0777827038016343,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.05,325,0.15783065364768117,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.05,325,0.09543219905455746,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.1,325,0.2110827800227275,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.1,325,0.1529489403210097,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.01,326,0.01461733012570135,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.01,326,0.02707584356915224,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.05,326,0.032237831655455074,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.05,326,0.08201691839807301,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.1,326,0.07985256641983252,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.1,326,0.15776450687232646,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.01,327,0.017609336831540257,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.01,327,0.027793614672484312,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.05,327,0.04303963398938615,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.05,327,0.08940459142322987,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.1,327,0.1294922679133116,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.1,327,0.15575809736954205,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.01,328,0.04493619245587266,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.01,328,0.031506117991308535,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.05,328,0.08224666628493182,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.05,328,0.09614013265908938,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.1,328,0.1225317556538138,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.1,328,0.13627116489458813,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.01,329,0.04185456633393422,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.01,329,0.09269522061483476,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,own-domain,0.05,329,0.11416827280991643,fedavg,ctk-minus-placebo-effect,
pooled-family-sets,federation-wide,0.05,329,0.14713657522242035,fedavg,ctk-minus-placebo-effect,
