hypothesis,scope,learner,population,alpha,contrast,level,seed_count,mean,median,positive_seeds,ci_low,ci_high,alternative,null_reference,p_value,p_holm,margin,above_margin,within_band,above_noninferiority
descriptive,primary-set,central,federation-wide,0.1,increment-50-to-100,100,10,0.04382575175058041,0.04497831491366344,10,0.030975935486490094,0.0539299396059216,two-sided,0.0,0.001953125,,0.03,true,false,true
descriptive,replication-set,central,federation-wide,0.01,increment-50-to-100,100,10,0.026201015919646242,0.02715613174123052,8,0.012174053932089816,0.044788343458350775,two-sided,0.0,0.013671875,,0.03,false,false,true
descriptive,replication-set,central,federation-wide,0.05,increment-50-to-100,100,10,0.06707368065332261,0.06852316654028512,10,0.04334786935215551,0.09058812656743917,two-sided,0.0,0.001953125,,0.03,true,false,true
descriptive,replication-set,central,federation-wide,0.1,increment-50-to-100,100,10,0.027012406976833537,0.021078094556000126,9,0.01300545322670323,0.04503805886094752,two-sided,0.0,0.009765625,,0.03,false,false,true
descriptive,replication-set,central,own-domain,0.01,increment-50-to-100,100,10,0.019338424599719843,0.012580680099452526,8,0.008310116087635693,0.03504446290949226,two-sided,0.0,0.013671875,,0.03,false,false,true
descriptive,replication-set,central,own-domain,0.05,increment-50-to-100,100,10,0.09976745611751489,0.11238293771924332,10,0.053026748879841795,0.14391729553159865,two-sided,0.0,0.001953125,,0.03,true,false,true
descriptive,replication-set,central,own-domain,0.1,increment-50-to-100,100,10,0.030219646657976773,0.04043613686250053,8,0.0026487859642208523,0.047180850991747084,two-sided,0.0,0.048828125,,0.03,false,false,true
H-DOSE-2,pooled-family-sets,central,own-domain,0.01,increment-100-to-200,200,10,0.015882349914287656,0.015053638922876728,7,-0.001724992359018693,0.03728320549034213,two-sided,0.0,0.130859375,,0.03,false,false,true
H-DOSE-2,pooled-family-sets,central,federation-wide,0.01,increment-100-to-200,200,10,0.015919060675782068,0.010932201755514181,9,0.000012020747215813433,0.026356918221576986,two-sided,0.0,0.02734375,,0.03,false,true,true
H-DOSE-2,pooled-family-sets,central,own-domain,0.05,increment-100-to-200,200,10,0.028129448015365925,0.022426036752845713,7,0.010933346423576375,0.05695043003095997,two-sided,0.0,0.02734375,,0.03,false,false,true
H-DOSE-2,pooled-family-sets,central,federation-wide,0.05,increment-100-to-200,200,10,0.02028400727713357,0.021735076841572942,7,0.0011999954853656198,0.045215010163441254,two-sided,0.0,0.10546875,,0.03,false,false,true
H-DOSE-2,pooled-family-sets,central,own-domain,0.1,increment-100-to-200,200,10,0.00538054584347184,0.010637697663945567,7,-0.013193000677044068,0.01821761854665733,two-sided,0.0,0.375,,0.03,false,true,true
H-DOSE-2,pooled-family-sets,central,federation-wide,0.1,increment-100-to-200,200,10,0.015677280861879583,0.019112942862482163,8,-0.0002484589295297637,0.026075866571128144,two-sided,0.0,0.10546875,,0.03,false,true,true
H-DOSE-2,primary-set,central,own-domain,0.01,increment-100-to-200,200,10,0.024092203879807716,0.034082943774689095,8,-0.017881758622459856,0.054615843508471,two-sided,0.0,0.130859375,,0.03,false,false,true
H-DOSE-2,primary-set,central,federation-wide,0.01,increment-100-to-200,200,10,0.029876081595090788,0.029313966230095384,9,0.016089612315056675,0.04342239480214345,two-sided,0.0,0.00390625,,0.03,false,false,true
H-DOSE-2,primary-set,central,own-domain,0.05,increment-100-to-200,200,10,0.028392778670985275,0.027885741556251176,8,0.010654547846697067,0.05421800442191559,two-sided,0.0,0.02734375,,0.03,false,false,true
H-DOSE-2,primary-set,central,federation-wide,0.05,increment-100-to-200,200,10,0.02040246347468147,0.03583152637077669,6,-0.00851873694779139,0.043634340362367366,two-sided,0.0,0.275390625,,0.03,false,false,true
H-DOSE-2,primary-set,central,own-domain,0.1,increment-100-to-200,200,10,0.018189787878334272,0.01845762868905443,7,0.0008084152829932808,0.04138533046538807,two-sided,0.0,0.130859375,,0.03,false,false,true
H-DOSE-2,primary-set,central,federation-wide,0.1,increment-100-to-200,200,10,0.03461602692192375,0.03622516773864354,10,0.019838930396008404,0.04838237316907859,two-sided,0.0,0.001953125,,0.03,false,false,true
H-DOSE-2,replication-set,central,federation-wide,0.01,increment-100-to-200,200,10,0.003210215897711771,0.00705858097210936,6,-0.019526625153139805,0.014857598313824013,two-sided,0.0,0.375,,0.03,false,true,true
H-DOSE-2,replication-set,central,federation-wide,0.05,increment-100-to-200,200,10,0.01984251611203383,0.009931134991223611,7,-0.00097105057161051,0.0526690681104397,two-sided,0.0,0.232421875,,0.03,false,false,true
H-DOSE-2,replication-set,central,federation-wide,0.1,increment-100-to-200,200,10,-0.0017352110686485677,0.009975797318933888,8,-0.028920893224573814,0.012575108657811543,two-sided,0.0,0.431640625,,0.03,false,true,true
H-DOSE-2,replication-set,central,own-domain,0.01,increment-100-to-200,200,10,0.004612457390250682,0.016929346663290934,7,-0.017746865000831197,0.017747858590254288,two-sided,0.0,0.375,,0.03,false,true,true
H-DOSE-2,replication-set,central,own-domain,0.05,increment-100-to-200,200,10,0.02825321915236818,0.013351253595477064,7,-0.0008301629391459306,0.08005274292538644,two-sided,0.0,0.16015625,,0.03,false,false,true
H-DOSE-2,replication-set,central,own-domain,0.1,increment-100-to-200,200,10,-0.008231454909434499,-0.003793954636118535,4,-0.04024950958884729,0.009299241899668968,two-sided,0.0,0.845703125,,0.03,false,false,false
descriptive,pooled-family-sets,central,own-domain,0.01,dose-zero-minus-absent,0,10,0.0018181745319296922,0.0005533639882031038,5,-0.006753012173139329,0.010051753072158293,two-sided,0.0,0.76953125,,0.03,false,true,true
descriptive,pooled-family-sets,central,federation-wide,0.01,dose-zero-minus-absent,0,10,-0.00026187964357844983,0.005687079381136009,6,-0.013681030093208733,0.011962596190230403,two-sided,0.0,1.0,,0.03,false,true,true
descriptive,pooled-family-sets,central,own-domain,0.05,dose-zero-minus-absent,0,10,0.0036663702872283656,0.004268549356313933,6,-0.00790638729055172,0.014520002852925753,two-sided,0.0,0.556640625,,0.03,false,true,true
descriptive,pooled-family-sets,central,federation-wide,0.05,dose-zero-minus-absent,0,10,-0.003618919501207296,-0.0015834900625695814,5,-0.011801237526715575,0.003943286848325581,two-sided,0.0,0.4921875,,0.03,false,true,true
descriptive,pooled-family-sets,central,own-domain,0.1,dose-zero-minus-absent,0,10,0.005109361320426287,0.0033808291030753,6,-0.016077720055679423,0.02573385860244003,two-sided,0.0,0.6953125,,0.03,false,true,true
descriptive,pooled-family-sets,central,federation-wide,0.1,dose-zero-minus-absent,0,10,0.00860176929102996,0.004495528485926492,7,-0.007768823272218109,0.028512685393404336,two-sided,0.0,0.275390625,,0.03,false,true,true
descriptive,primary-set,central,own-domain,0.01,dose-zero-minus-absent,0,10,0.011896313225800759,0.007237769650770949,7,-0.00042167886598977304,0.025127554284327114,two-sided,0.0,0.193359375,,0.03,false,true,true
descriptive,primary-set,central,federation-wide,0.01,dose-zero-minus-absent,0,10,0.008788917863240785,0.005503600387566199,5,-0.005242927201423645,0.025341633712922647,two-sided,0.0,0.375,,0.03,false,true,true
descriptive,primary-set,central,own-domain,0.05,dose-zero-minus-absent,0,10,0.012405869142629932,0.01794919440600562,7,-0.007788989911232189,0.029808700229834128,two-sided,0.0,0.275390625,,0.03,false,true,true
descriptive,primary-set,central,federation-wide,0.05,dose-zero-minus-absent,0,10,0.005855034067219678,0.0008580319560547445,5,-0.007372741313882426,0.020628354180388823,two-sided,0.0,0.4921875,,0.03,false,true,true
descriptive,primary-set,central,own-domain,0.1,dose-zero-minus-absent,0,10,0.0035794790028161882,-0.004985883497419019,4,-0.015554931331669629,0.026254925199673165,two-sided,0.0,0.921875,,0.03,false,true,true
descriptive,primary-set,central,federation-wide,0.1,dose-zero-minus-absent,0,10,0.016407137280152546,0.007922253152541303,8,0.0035564463427651895,0.04136328422386205,two-sided,0.0,0.048828125,,0.03,false,false,true
descriptive,replication-set,central,federation-wide,0.01,dose-zero-minus-absent,0,10,-0.008698926674706503,-0.018757753300103222,4,-0.02993050861495668,0.016893558926393933,two-sided,0.0,0.431640625,,0.03,false,true,true
descriptive,replication-set,central,federation-wide,0.05,dose-zero-minus-absent,0,10,-0.012384883027798216,-0.01092186022935343,3,-0.025715669222561775,0.00298333448590139,two-sided,0.0,0.130859375,,0.03,false,true,true
descriptive,replication-set,central,federation-wide,0.1,dose-zero-minus-absent,0,10,0.001653022176677016,-0.0023560036112118543,4,-0.031393659208191066,0.038733187994763,two-sided,0.0,0.921875,,0.03,false,false,false
descriptive,replication-set,central,own-domain,0.01,dose-zero-minus-absent,0,10,-0.008602634521251965,-0.007094773526765713,4,-0.03033094974719021,0.005793120568486107,two-sided,0.0,0.556640625,,0.03,false,false,false
descriptive,replication-set,central,own-domain,0.05,dose-zero-minus-absent,0,10,-0.005708337473195479,-0.01205052971339532,3,-0.017958840810220835,0.011723835611469153,two-sided,0.0,0.4921875,,0.03,false,true,true
descriptive,replication-set,central,own-domain,0.1,dose-zero-minus-absent,0,10,0.007249052499408321,0.019584219155217908,6,-0.05231714312784297,0.05169285771347673,two-sided,0.0,0.625,,0.03,false,false,false
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.01,ctk-at-dose,10,10,0.015811151315313864,0.01463572884277392,9,0.009128301751664503,0.027264353598159378,greater,0.0,0.0029296875,0.005859375,0.03,false,true,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.01,ctk-at-dose,10,10,0.0106443139047616,0.008722958441652877,9,0.006090023495820416,0.018500380036493534,greater,0.0,0.001953125,0.005859375,0.03,false,true,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.05,ctk-at-dose,10,10,0.02714864779837326,0.02450943780197251,9,0.01699302102390017,0.03644090901902101,greater,0.0,0.001953125,0.005859375,0.03,false,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.05,ctk-at-dose,10,10,0.030510641163323565,0.027449663470107133,10,0.022254058183251508,0.03919610764708053,greater,0.0,0.0009765625,0.005859375,0.03,false,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.1,ctk-at-dose,10,10,0.0509450230058255,0.04729761318953524,10,0.027824972313045516,0.07682447376964016,greater,0.0,0.0009765625,0.005859375,0.03,false,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.1,ctk-at-dose,10,10,0.05286640050113327,0.05736664290748683,10,0.03537546902415452,0.07077098420887984,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.01,ctk-at-dose,10,10,0.02598830566316005,0.021131760520410582,9,0.013321762087563726,0.042761596577233066,greater,0.0,0.001953125,0.005859375,0.03,false,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.01,ctk-at-dose,10,10,0.016530464609504556,0.012084524890674062,9,0.008293881279179585,0.032708822302589396,greater,0.0,0.0029296875,0.005859375,0.03,false,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.05,ctk-at-dose,10,10,0.040397935458760054,0.03526862164077604,10,0.02530199649358142,0.0593552518646853,greater,0.0,0.0009765625,0.005859375,0.03,false,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.05,ctk-at-dose,10,10,0.045856403709447977,0.04088966934044139,10,0.03260768007943862,0.062440289625745105,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.1,ctk-at-dose,10,10,0.031857036281187745,0.02707908760166894,8,0.014725842883014534,0.0546297200552478,greater,0.0,0.0048828125,0.005859375,0.03,false,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.1,ctk-at-dose,10,10,0.05015596238556028,0.03731344532924413,10,0.035521592129992785,0.07494478089445644,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.01,ctk-at-dose,10,10,0.005541573879543937,0.006486947440484302,8,0.0016005599653776805,0.008482701834597022,greater,0.0,0.013671875,0.013671875,0.03,false,true,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.05,ctk-at-dose,10,10,0.0169739627551518,0.01775713858336639,8,0.00753876647974054,0.02723918829854024,greater,0.0,0.0068359375,0.013671875,0.03,false,true,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.1,ctk-at-dose,10,10,0.054867091482704314,0.03141537795421462,9,0.024089132764738938,0.09134122228758844,greater,0.0,0.0029296875,0.005859375,0.03,false,false,true
H-DOSE-1,replication-set,fedavg,own-domain,0.01,ctk-at-dose,10,10,0.004755858237113571,0.0052429342241851334,6,-0.0029104147355395417,0.012492114801385306,greater,0.0,0.1611328125,0.1611328125,0.03,false,true,true
H-DOSE-1,replication-set,fedavg,own-domain,0.05,ctk-at-dose,10,10,0.01234262060500162,0.013787855333330601,8,0.0017901037221903157,0.021294244179192925,greater,0.0,0.0244140625,0.048828125,0.03,false,true,true
H-DOSE-1,replication-set,fedavg,own-domain,0.1,ctk-at-dose,10,10,0.0720652757737483,0.019757216629684216,10,0.02893274067158808,0.12493253720116854,greater,0.0,0.0009765625,0.005859375,0.03,false,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.01,ctk-at-dose,25,10,0.03473996112228622,0.032041253076195764,10,0.02273906765162182,0.049679444135383596,greater,0.0,0.0009765625,0.005859375,0.03,false,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.01,ctk-at-dose,25,10,0.028772372142383186,0.025891844372525827,10,0.021216333560987923,0.04150805799561014,greater,0.0,0.0009765625,0.005859375,0.03,false,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.05,ctk-at-dose,25,10,0.04655052001273059,0.04584007143299698,10,0.03287488337523259,0.05886170240812401,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.05,ctk-at-dose,25,10,0.050446604119471924,0.04192722731802381,10,0.04201016544731544,0.062257768969068615,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.1,ctk-at-dose,25,10,0.07620452344045252,0.0795361774713586,10,0.053789567386639474,0.09856176673675432,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.1,ctk-at-dose,25,10,0.0797766594757042,0.08500290132512,10,0.0654201158767202,0.0927169049551472,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.01,ctk-at-dose,25,10,0.057116955588772333,0.061112553152183335,10,0.03778197156555245,0.08039618733597213,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.01,ctk-at-dose,25,10,0.0434272048475402,0.04357459733809243,10,0.028010965695845647,0.06824757044662907,greater,0.0,0.0009765625,0.005859375,0.03,false,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.05,ctk-at-dose,25,10,0.07091161552055042,0.08175186156605885,10,0.047631826357551844,0.09014135044890066,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.05,ctk-at-dose,25,10,0.08171365556753234,0.07230397327062588,10,0.06476786188492976,0.10425569150268468,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.1,ctk-at-dose,25,10,0.06400544229824849,0.06639488681272643,10,0.04602104255463567,0.08406516732775597,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.1,ctk-at-dose,25,10,0.09561851594738793,0.08311795489241375,10,0.07661396640267855,0.11803332668137742,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.01,ctk-at-dose,25,10,0.015856003673348017,0.015365458901172122,10,0.012568145579814108,0.018971367131108814,greater,0.0,0.0009765625,0.005859375,0.03,false,true,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.05,ctk-at-dose,25,10,0.022163365734731398,0.023531804969946113,9,0.011642633714320477,0.031751807841508245,greater,0.0,0.0029296875,0.0087890625,0.03,false,false,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.1,ctk-at-dose,25,10,0.0651301722619512,0.047890301620355624,10,0.039848437014479376,0.09876477772595732,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,replication-set,fedavg,own-domain,0.01,ctk-at-dose,25,10,0.01019409231268099,0.009516533988752185,8,0.001814282022597437,0.022616750375062604,greater,0.0,0.0322265625,0.0966796875,0.03,false,true,true
H-DOSE-1,replication-set,fedavg,own-domain,0.05,ctk-at-dose,25,10,0.017411466393427673,0.01783126881496594,7,0.0013649113766568445,0.0332227144878784,greater,0.0,0.0654296875,0.0654296875,0.03,false,false,true
H-DOSE-1,replication-set,fedavg,own-domain,0.1,ctk-at-dose,25,10,0.08731812507908995,0.054506531082891,9,0.04383283313156512,0.14182970361222527,greater,0.0,0.001953125,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.01,ctk-at-dose,50,10,0.05206010792594397,0.05399774738223873,10,0.040220308019047225,0.06305677579745518,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.01,ctk-at-dose,50,10,0.04726842000937712,0.03868176452743147,10,0.03767081869348209,0.06165601112828466,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.05,ctk-at-dose,50,10,0.07427431432480673,0.07492347906587754,10,0.06474792540976411,0.08410530383198317,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.05,ctk-at-dose,50,10,0.07503661017956557,0.06887335980198805,10,0.057733967719428736,0.09186421524943744,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.1,ctk-at-dose,50,10,0.10684931700543654,0.12262317162300462,10,0.07631417438945638,0.13483785978793011,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.1,ctk-at-dose,50,10,0.10796246796289004,0.1100804777402134,10,0.09023648475574586,0.12572031586296548,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.01,ctk-at-dose,50,10,0.09087833815814253,0.10277203470268005,10,0.06799679841576343,0.11128617374629042,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.01,ctk-at-dose,50,10,0.07680691488169633,0.06849918165435578,10,0.05624635613367693,0.10366384346756333,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.05,ctk-at-dose,50,10,0.10429905575161422,0.11472669133226648,10,0.08200191292745102,0.1240171578172074,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.05,ctk-at-dose,50,10,0.1170799764707714,0.10352617252801466,10,0.09550663819979371,0.14035986561729896,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.1,ctk-at-dose,50,10,0.08376036347018975,0.09407085504099338,10,0.06210501957097586,0.1003578903650019,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.1,ctk-at-dose,50,10,0.12705261443918353,0.12478412770428896,10,0.10444998236982943,0.14731028353668152,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.01,ctk-at-dose,50,10,0.020814466006050573,0.019044634284285288,10,0.015760298205438082,0.025458041705430732,greater,0.0,0.0009765625,0.005859375,0.03,false,true,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.05,ctk-at-dose,50,10,0.036553991406844115,0.04073777247174307,8,0.014669893900625456,0.052506848859268554,greater,0.0,0.0068359375,0.013671875,0.03,false,false,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.1,ctk-at-dose,50,10,0.09001033473037384,0.09065177073755315,10,0.058717567850555846,0.12125918095525605,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,replication-set,fedavg,own-domain,0.01,ctk-at-dose,50,10,0.008798427264166844,0.005451719131015054,8,-0.0021520842217709934,0.020682336769012533,greater,0.0,0.080078125,0.16015625,0.03,false,true,true
H-DOSE-1,replication-set,fedavg,own-domain,0.05,ctk-at-dose,50,10,0.03916499698803459,0.04626411327173807,8,0.02087419389182316,0.0537360481058987,greater,0.0,0.0048828125,0.0146484375,0.03,false,false,true
H-DOSE-1,replication-set,fedavg,own-domain,0.1,ctk-at-dose,50,10,0.13194878704622118,0.16449476430439341,10,0.07948891065052781,0.18115135931840654,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.01,ctk-at-dose,100,10,0.08565041785103558,0.08368459713492764,10,0.06729408970095667,0.10911183131897899,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.01,ctk-at-dose,100,10,0.067701745347893,0.06552244478482136,10,0.055982089731729065,0.08443029810002224,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.05,ctk-at-dose,100,10,0.12464861086474696,0.11471434153973009,10,0.09922555869725086,0.15272462656253816,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.05,ctk-at-dose,100,10,0.11928204880688456,0.12297952354584094,10,0.09938738356249004,0.13939474621923836,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.1,ctk-at-dose,100,10,0.14187167936785605,0.1517635916810593,10,0.10997172504643614,0.16791320080534589,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.1,ctk-at-dose,100,10,0.1494223509941311,0.15749837340868028,10,0.12653868455969314,0.17039256447141937,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.01,ctk-at-dose,100,10,0.14035749989372112,0.14435363906342258,10,0.10745558380423353,0.18065743838607345,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.01,ctk-at-dose,100,10,0.10735183368546722,0.1081239907775439,10,0.08108060938654464,0.1350075396016647,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.05,ctk-at-dose,100,10,0.14481717043662923,0.15204496675790855,10,0.1162369543628928,0.1630484831912113,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.05,ctk-at-dose,100,10,0.16483728247024804,0.174315598079682,10,0.14100023405321482,0.18489357092527756,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.1,ctk-at-dose,100,10,0.13709999883140975,0.12471202298585027,10,0.11734803325850292,0.16391151029424025,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.1,ctk-at-dose,100,10,0.17501643724090749,0.18873155069615227,10,0.14901596407841125,0.1981948893530855,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.01,ctk-at-dose,100,10,0.0320849551459264,0.028131412973765424,10,0.02298962701420751,0.043157764556525584,greater,0.0,0.0009765625,0.005859375,0.03,false,false,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.05,ctk-at-dose,100,10,0.07762810156213001,0.06796578627399169,10,0.051977752834386506,0.11190979596925836,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.1,ctk-at-dose,100,10,0.1251358777490299,0.1375617732272027,10,0.08664074201078364,0.17034582888539093,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,replication-set,fedavg,own-domain,0.01,ctk-at-dose,100,10,0.0262816596599375,0.027338653330515578,9,0.014863138297632231,0.038832141104061677,greater,0.0,0.0029296875,0.01171875,0.03,false,false,true
H-DOSE-1,replication-set,fedavg,own-domain,0.05,ctk-at-dose,100,10,0.10007295302390876,0.08025652260123711,10,0.05914974170774619,0.15497827262443067,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,replication-set,fedavg,own-domain,0.1,ctk-at-dose,100,10,0.14800546959992333,0.17096901925483943,10,0.09697152547863469,0.19916707372943074,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.01,ctk-at-dose,200,10,0.10267685403410139,0.09215469596838584,10,0.08562303023061438,0.1329959449080958,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.01,ctk-at-dose,200,10,0.0889393994110194,0.09357546203195394,10,0.07298969182142478,0.10925414898225305,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.05,ctk-at-dose,200,10,0.14951638487365607,0.14293113492234574,10,0.11900753277852441,0.18208505718743262,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.05,ctk-at-dose,200,10,0.15119162351995888,0.1395583583721393,10,0.13139352010158495,0.1760757373676251,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,own-domain,0.1,ctk-at-dose,200,10,0.1636888117624183,0.17172959868502563,10,0.13172706464336847,0.19091567448314367,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,pooled-family-sets,fedavg,federation-wide,0.1,ctk-at-dose,200,10,0.17503966706296742,0.16144124906147778,10,0.1522223358327276,0.19889813997290667,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.01,ctk-at-dose,200,10,0.1657752720493161,0.16463484428952394,10,0.13265030599539673,0.2247978065876635,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.01,ctk-at-dose,200,10,0.13663471938025015,0.1539584162199968,10,0.10293296968718794,0.16578086536720904,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.05,ctk-at-dose,200,10,0.16930811636661747,0.17557451872416951,10,0.1367693420169962,0.1896496269565287,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.05,ctk-at-dose,200,10,0.20035242332689407,0.1952614612030336,10,0.1751107169473051,0.2374575652424019,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,own-domain,0.1,ctk-at-dose,200,10,0.16030654218634582,0.15400560594728047,10,0.13709604142046822,0.1894901200681425,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,primary-set,fedavg,federation-wide,0.1,ctk-at-dose,200,10,0.21504806836301196,0.22681603088038255,10,0.18290342834554746,0.24493339588533458,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
H-DOSE-1,replication-set,fedavg,federation-wide,0.01,ctk-at-dose,200,10,0.04615669611421186,0.03922036517708363,10,0.03629844790601393,0.06940768762898925,greater,0.0,0.0009765625,0.005859375,0.03,true,false,true
