representation,group,family,population,seed,value,baseline,difference,measure
call-graph,priority-macro,,federation-wide,332,0.40066641397756203,0.38813822736451686,0.012528186613045186,central-full-exposure-recall
call-graph,priority-macro,,federation-wide,333,0.45650159753378966,0.5009739309688211,-0.04447233343503145,central-full-exposure-recall
call-graph,priority-macro,,federation-wide,334,0.7916607723061068,0.8031097746772967,-0.01144900237118999,central-full-exposure-recall
call-graph,priority-macro,,federation-wide,335,0.3454582282583376,0.4620127075144849,-0.1165544792561473,central-full-exposure-recall
call-graph,priority-macro,,federation-wide,336,0.577751199972444,0.5558885514619548,0.021862648510489146,central-full-exposure-recall
call-graph,priority-macro,,federation-wide,337,0.4926873895814736,0.5155326746124317,-0.022845285030958045,central-full-exposure-recall
call-graph,priority-macro,,federation-wide,338,0.5573384732448847,0.5347924604818769,0.022546012763007856,central-full-exposure-recall
call-graph,priority-macro,,federation-wide,339,0.6011630171316289,0.5617020138413881,0.03946100329024086,central-full-exposure-recall
call-graph,priority-macro,,own-domain,330,0.3224899598393574,0.37148594377510036,-0.048995983935742976,central-full-exposure-recall
call-graph,priority-macro,,own-domain,331,0.47952069716775597,0.3332516339869281,0.1462690631808279,central-full-exposure-recall
call-graph,priority-macro,,own-domain,332,0.33173883947071214,0.32863706029264955,0.003101779178062545,central-full-exposure-recall
call-graph,priority-macro,,own-domain,333,0.38125,0.5145833333333334,-0.13333333333333333,central-full-exposure-recall
call-graph,priority-macro,,own-domain,334,0.7632616487455198,0.8349462365591398,-0.07168458781362008,central-full-exposure-recall
call-graph,priority-macro,,own-domain,335,0.299732905982906,0.40288461538461534,-0.10315170940170937,central-full-exposure-recall
call-graph,priority-macro,,own-domain,336,0.25764705882352945,0.2605882352941176,-0.002941176470588225,central-full-exposure-recall
call-graph,priority-macro,,own-domain,337,0.24444444444444444,0.34444444444444444,-0.1,central-full-exposure-recall
call-graph,priority-macro,,own-domain,339,0.6446501014198783,0.5810936443542934,0.06355645706558484,central-full-exposure-recall
