experiment,family,learner,population,alpha,dose,mean_ctk,seed_count
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.05,10,0.029926849717727744,10
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.05,25,0.050849173293886905,10
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.05,50,0.06150455019598546,10
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.05,100,0.14927278962289897,10
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.05,200,0.1932123222249168,10
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.1,0,0.0,10
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.1,10,0.030975404389813867,10
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.1,25,0.06355369857274043,10
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.1,50,0.0741674380676817,10
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.1,100,0.1802069078327953,10
exact-effective-dose-primary,hiddad,fedavg,federation-wide,0.1,200,0.2892935114227346,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.01,0,0.0,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.01,10,0.006208791208791214,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.01,25,-0.0026800976800976763,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.01,50,-0.006520701520701511,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.01,100,0.006709401709401713,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.01,200,0.013644133644133652,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.05,0,0.0,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.05,10,0.00689255189255189,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.05,25,0.001538461538461544,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.05,50,0.008607503607503597,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.05,100,-0.008248973248973246,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.05,200,-0.024900932400932402,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.1,0,0.0,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.1,10,0.005170385170385183,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.1,25,0.017728937728937716,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.1,50,0.02029304029304028,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.1,100,0.020182595182595194,10
exact-effective-dose-primary,hiddad,fedavg,own-domain,0.1,200,0.04220945720945721,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.01,0,0.0,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.01,10,0.06668182132936351,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.01,25,0.1252543226129489,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.01,50,0.18198802122133323,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.01,100,0.2521621713651135,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.01,200,0.3537474999207776,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.05,0,0.0,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.05,10,0.1104852112485691,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.05,25,0.18875413827929302,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.05,50,0.2601947919128419,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.05,100,0.3685230943526404,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.05,200,0.43115557542358235,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.1,0,0.0,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.1,10,0.0966458426758156,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.1,25,0.20282964771434625,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.1,50,0.2768423329155419,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.1,100,0.3558549749159729,10
exact-effective-dose-primary,leadbolt,central,federation-wide,0.1,200,0.38707906858020963,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.01,0,0.0,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.01,10,0.12214977453253242,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.01,25,0.16543396429322482,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.01,50,0.25838985707883005,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.01,100,0.30388665841238505,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.01,200,0.4514127321878026,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.05,0,0.0,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.05,10,0.12016974560855284,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.05,25,0.19488896505176495,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.05,50,0.24549194873179378,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.05,100,0.3093642647349445,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.05,200,0.4407851561483918,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.1,0,0.0,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.1,10,0.09161661397901204,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.1,25,0.1621617389503776,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.1,50,0.19658523753461074,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.1,100,0.3247221766594043,10
exact-effective-dose-primary,leadbolt,central,own-domain,0.1,200,0.34666977335052973,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.01,0,0.0,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.01,10,0.049670008090563024,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.01,25,0.0981713681237996,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.01,50,0.15409245857038179,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.01,100,0.1931646492220442,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.01,200,0.23983700903067154,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.05,0,0.0,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.05,10,0.10176163820819442,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.05,25,0.17507488933341855,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.05,50,0.24369093796148616,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.05,100,0.3228306319889106,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.05,200,0.3877951388993016,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.1,0,0.0,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.1,10,0.09805152852133146,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.1,25,0.18307822556833556,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.1,50,0.2381061788496662,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.1,100,0.3143994495338342,10
exact-effective-dose-primary,leadbolt,fedavg,federation-wide,0.1,200,0.36761759331520805,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.01,0,0.0,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.01,10,0.04462912916008161,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.01,25,0.136226342519285,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.01,50,0.18336581976324634,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.01,100,0.25405573093070216,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.01,200,0.2729823720475407,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.05,0,0.0,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.05,10,0.11044414269187353,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.05,25,0.22625633606011575,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.05,50,0.28725421504519855,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.05,100,0.3311249011052831,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.05,200,0.4560944377944143,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.1,0,0.0,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.1,10,0.09529626639812291,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.1,25,0.17068171476896093,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.1,50,0.19865190110058678,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.1,100,0.325918175329387,10
exact-effective-dose-primary,leadbolt,fedavg,own-domain,0.1,200,0.35062714917625243,10
exact-effective-dose-primary,revmob,central,federation-wide,0.01,0,0.0,10
exact-effective-dose-primary,revmob,central,federation-wide,0.01,10,0.15714115933772874,10
exact-effective-dose-primary,revmob,central,federation-wide,0.01,25,0.2344992586035251,10
exact-effective-dose-primary,revmob,central,federation-wide,0.01,50,0.3097484583688015,10
exact-effective-dose-primary,revmob,central,federation-wide,0.01,100,0.440009338909792,10
exact-effective-dose-primary,revmob,central,federation-wide,0.01,200,0.4254590786264022,10
exact-effective-dose-primary,revmob,central,federation-wide,0.05,0,0.0,10
exact-effective-dose-primary,revmob,central,federation-wide,0.05,10,0.1694127169717951,10
exact-effective-dose-primary,revmob,central,federation-wide,0.05,25,0.3210118067297836,10
exact-effective-dose-primary,revmob,central,federation-wide,0.05,50,0.4354147669712541,10
exact-effective-dose-primary,revmob,central,federation-wide,0.05,100,0.4888794128123612,10
exact-effective-dose-primary,revmob,central,federation-wide,0.05,200,0.5069276033610708,10
exact-effective-dose-primary,revmob,central,federation-wide,0.1,0,0.0,10
exact-effective-dose-primary,revmob,central,federation-wide,0.1,10,0.17382466098635824,10
exact-effective-dose-primary,revmob,central,federation-wide,0.1,25,0.34164459979272555,10
exact-effective-dose-primary,revmob,central,federation-wide,0.1,50,0.40510292839848994,10
exact-effective-dose-primary,revmob,central,federation-wide,0.1,100,0.45642759281340883,10
exact-effective-dose-primary,revmob,central,federation-wide,0.1,200,0.48396671762838767,10
exact-effective-dose-primary,revmob,central,own-domain,0.01,0,0.0,10
exact-effective-dose-primary,revmob,central,own-domain,0.01,10,0.08380131362889984,10
exact-effective-dose-primary,revmob,central,own-domain,0.01,25,0.1409573982849845,10
exact-effective-dose-primary,revmob,central,own-domain,0.01,50,0.27177750410509033,10
exact-effective-dose-primary,revmob,central,own-domain,0.01,100,0.4234665207079,10
exact-effective-dose-primary,revmob,central,own-domain,0.01,200,0.36463875205254515,10
exact-effective-dose-primary,revmob,central,own-domain,0.05,0,0.0,10
exact-effective-dose-primary,revmob,central,own-domain,0.05,10,0.17204615945995255,10
exact-effective-dose-primary,revmob,central,own-domain,0.05,25,0.22421547162926472,10
exact-effective-dose-primary,revmob,central,own-domain,0.05,50,0.3111070060207991,10
exact-effective-dose-primary,revmob,central,own-domain,0.05,100,0.4023330596606458,10
exact-effective-dose-primary,revmob,central,own-domain,0.05,200,0.4323248494800219,10
exact-effective-dose-primary,revmob,central,own-domain,0.1,0,0.0,10
exact-effective-dose-primary,revmob,central,own-domain,0.1,10,0.175997080824667,10
exact-effective-dose-primary,revmob,central,own-domain,0.1,25,0.28973727422003287,10
exact-effective-dose-primary,revmob,central,own-domain,0.1,50,0.37078133552271486,10
exact-effective-dose-primary,revmob,central,own-domain,0.1,100,0.3821934865900383,10
exact-effective-dose-primary,revmob,central,own-domain,0.1,200,0.43455710636745126,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.01,0,0.0,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.01,10,0.044755643837028826,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.01,25,0.11322639716402642,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.01,50,0.22246816437949155,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.01,100,0.298680903543003,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.01,200,0.34894689271366364,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.05,0,0.0,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.05,10,0.1517354943267577,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.05,25,0.2694330716527437,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.05,50,0.3718906617491932,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.05,100,0.45673736416008504,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.05,200,0.5057407041937049,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.1,0,0.0,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.1,10,0.18829223181184504,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.1,25,0.31587089001982543,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.1,50,0.40086685437419867,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.1,100,0.46501609117216736,10
exact-effective-dose-primary,revmob,fedavg,federation-wide,0.1,200,0.5097297198152292,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.01,0,0.0,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.01,10,0.08263227513227514,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.01,25,0.11108055099434411,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.01,50,0.20500912242291552,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.01,100,0.34119138843276775,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.01,200,0.3921355592045247,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.05,0,0.0,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.05,10,0.1095858419996351,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.05,25,0.1721031746031746,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.05,50,0.2713980113118044,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.05,100,0.40918901660280965,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.05,200,0.43246122970260903,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.1,0,0.0,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.1,10,0.0822089947089947,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.1,25,0.18993386243386243,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.1,50,0.25042328042328044,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.1,100,0.36075989782886336,10
exact-effective-dose-primary,revmob,fedavg,own-domain,0.1,200,0.4357872650976099,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.01,10,0.032357495239735024,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.01,25,0.008610335173946286,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.01,50,0.004494895390708532,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.01,100,0.008137250215458703,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.01,200,-0.0005901821593809253,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.05,10,0.015434549789767693,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.05,25,0.014279742234514083,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.05,50,-0.0027225898480305066,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.05,100,-0.0023359591940650447,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.05,200,0.011659643578293927,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.1,10,0.030326458900500945,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.1,25,0.028262429993043032,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.1,50,0.021550634375174217,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.1,100,0.0063246689252863374,10
exact-effective-dose-replication,dnotua,central,federation-wide,0.1,200,0.025521824935363046,10
exact-effective-dose-replication,dnotua,central,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,dnotua,central,own-domain,0.01,10,-0.028759398496240603,10
exact-effective-dose-replication,dnotua,central,own-domain,0.01,25,-0.010902255639097743,10
exact-effective-dose-replication,dnotua,central,own-domain,0.01,50,-0.01983082706766917,10
exact-effective-dose-replication,dnotua,central,own-domain,0.01,100,-0.028759398496240603,10
exact-effective-dose-replication,dnotua,central,own-domain,0.01,200,-0.041666666666666664,10
exact-effective-dose-replication,dnotua,central,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,dnotua,central,own-domain,0.05,10,0.055860805860805864,10
exact-effective-dose-replication,dnotua,central,own-domain,0.05,25,0.0565018315018315,10
exact-effective-dose-replication,dnotua,central,own-domain,0.05,50,0.026190476190476188,10
exact-effective-dose-replication,dnotua,central,own-domain,0.05,100,0.008541458541458541,10
exact-effective-dose-replication,dnotua,central,own-domain,0.05,200,0.043312608444187384,10
exact-effective-dose-replication,dnotua,central,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,dnotua,central,own-domain,0.1,10,0.01689976689976689,10
exact-effective-dose-replication,dnotua,central,own-domain,0.1,25,0.01659765672923567,10
exact-effective-dose-replication,dnotua,central,own-domain,0.1,50,-0.00030211017053123347,10
exact-effective-dose-replication,dnotua,central,own-domain,0.1,100,0.03475690975690975,10
exact-effective-dose-replication,dnotua,central,own-domain,0.1,200,0.021405349036927986,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.01,10,0.0016012080057874391,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.01,25,0.002358179074368747,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.01,50,-0.0028393941897670687,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.01,100,-0.0015195938269746503,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.01,200,-0.00989850981116249,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.05,10,0.021257587166823907,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.05,25,-0.003090402939685927,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.05,50,-0.02452626308583452,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.05,100,-0.02362196791530083,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.05,200,0.025642360281387378,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.1,10,0.01813702282424813,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.1,25,0.008097150438785176,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.1,50,0.009005550385623715,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.1,100,0.1460177746728428,10
exact-effective-dose-replication,dnotua,fedavg,federation-wide,0.1,200,0.08214368806555923,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.01,10,-0.0022869674185463625,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.01,25,0.006046365914786975,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.01,50,-0.022243107769423558,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.01,100,-0.04143049932523617,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.01,200,-0.025219298245614037,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.05,10,-0.038644688644688646,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.05,25,-0.04345238095238096,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.05,50,-0.03095238095238096,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.05,100,-0.06364468864468864,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.05,200,-0.05892857142857144,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.1,10,0.00242914979757084,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.1,25,-0.012406015037593993,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.1,50,-0.016233766233766232,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.1,100,-0.0233790332474543,10
exact-effective-dose-replication,dnotua,fedavg,own-domain,0.1,200,-0.011950549450549458,10
exact-effective-dose-replication,domob,central,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,domob,central,federation-wide,0.01,10,0.003967812962769778,10
exact-effective-dose-replication,domob,central,federation-wide,0.01,25,0.029163001666504606,10
exact-effective-dose-replication,domob,central,federation-wide,0.01,50,0.03435951556815699,10
exact-effective-dose-replication,domob,central,federation-wide,0.01,100,0.03829877452877718,10
exact-effective-dose-replication,domob,central,federation-wide,0.01,200,0.05669687435500165,10
exact-effective-dose-replication,domob,central,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,domob,central,federation-wide,0.05,10,0.03433992455980963,10
exact-effective-dose-replication,domob,central,federation-wide,0.05,25,0.08084898761402355,10
exact-effective-dose-replication,domob,central,federation-wide,0.05,50,0.08836838326672579,10
exact-effective-dose-replication,domob,central,federation-wide,0.05,100,0.1248882288105897,10
exact-effective-dose-replication,domob,central,federation-wide,0.05,200,0.14973113884187278,10
exact-effective-dose-replication,domob,central,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,domob,central,federation-wide,0.1,10,0.04156121369988426,10
exact-effective-dose-replication,domob,central,federation-wide,0.1,25,0.10522673407257402,10
exact-effective-dose-replication,domob,central,federation-wide,0.1,50,0.07120925623103376,10
exact-effective-dose-replication,domob,central,federation-wide,0.1,100,0.12882863165872452,10
exact-effective-dose-replication,domob,central,federation-wide,0.1,200,0.16398797387118175,10
exact-effective-dose-replication,domob,central,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,domob,central,own-domain,0.01,10,-0.022922981787127924,10
exact-effective-dose-replication,domob,central,own-domain,0.01,25,-0.018690861110251374,10
exact-effective-dose-replication,domob,central,own-domain,0.01,50,0.000557422530809985,10
exact-effective-dose-replication,domob,central,own-domain,0.01,100,-0.01720947836144706,10
exact-effective-dose-replication,domob,central,own-domain,0.01,200,0.017157689428658245,10
exact-effective-dose-replication,domob,central,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,domob,central,own-domain,0.05,10,0.029865657802052425,10
exact-effective-dose-replication,domob,central,own-domain,0.05,25,0.10264020703775449,10
exact-effective-dose-replication,domob,central,own-domain,0.05,50,0.08835491523100458,10
exact-effective-dose-replication,domob,central,own-domain,0.05,100,0.10979376310937106,10
exact-effective-dose-replication,domob,central,own-domain,0.05,200,0.14902677560296979,10
exact-effective-dose-replication,domob,central,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,domob,central,own-domain,0.1,10,-0.015171662061849455,10
exact-effective-dose-replication,domob,central,own-domain,0.1,25,0.09437389849997815,10
exact-effective-dose-replication,domob,central,own-domain,0.1,50,0.047200806976872914,10
exact-effective-dose-replication,domob,central,own-domain,0.1,100,0.10461957114044307,10
exact-effective-dose-replication,domob,central,own-domain,0.1,200,0.13079000561237206,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.01,10,0.007037393722237965,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.01,25,0.017007287617550902,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.01,50,0.02432781218678499,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.01,100,0.048200074888205935,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.01,200,0.07033440144639436,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.05,10,0.030684269686745192,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.05,25,0.08286225257952158,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.05,50,0.11827772295236319,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.05,100,0.15285950232823198,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.05,200,0.19455565319281876,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.1,10,0.05592343571858788,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.1,25,0.09325234343101771,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.1,50,0.1276560213642649,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.1,100,0.17503815856686633,10
exact-effective-dose-replication,domob,fedavg,federation-wide,0.1,200,0.21579720643252043,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.01,0,0.0,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.01,10,-0.003554518254608784,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.01,25,0.016412387479541733,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.01,50,0.03196010260712442,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.01,100,0.05569740998479098,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.01,200,0.10109606885963147,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.05,0,0.0,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.05,10,0.013505659894624392,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.05,25,0.03448820067806267,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.05,50,0.06718871959876548,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.05,100,0.13980434444453677,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.05,200,0.2048667001960965,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.1,10,0.02933977279538158,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.1,25,0.07629909384471902,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.1,50,0.09745218395623104,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.1,100,0.15976051999357915,10
exact-effective-dose-replication,domob,fedavg,own-domain,0.1,200,0.2182572553043986,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.01,0,0.0,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.01,10,0.11856069704048566,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.01,25,0.18990774892860604,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.01,50,0.23662977018347564,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.01,100,0.33306029509830215,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.01,200,0.3782839379579236,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.05,0,0.0,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.05,10,0.03586918045597428,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.05,25,0.15079016562054595,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.05,50,0.18994667587956976,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.05,100,0.27182853876510127,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.05,200,0.2721827799493817,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.1,0,0.0,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.1,10,0.01850846357207355,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.1,25,0.11490454663934435,10
exact-effective-dose-replication,inmobi,central,federation-wide,0.1,50,0.16506296561908815,10
