experiment,seed,salt,client,family,peer_recall,trials,absent_recall,full_recall,local_recall,learner,ctk_gain
large-family-set-2,300,0,appchina,kuguo,0.503735632183908,3480,0.5022988505747127,0.5887931034482758,0.5528735632183908,fedavg,0.001436781609195359
large-family-set-2,300,0,appchina,feiwo,0.35023041474654376,217,0.43317972350230416,0.4147465437788018,0.3640552995391705,fedavg,-0.0829493087557604
large-family-set-2,300,0,appchina,igexin,0.49206349206349204,126,0.25396825396825395,0.5555555555555556,0.2777777777777778,fedavg,0.23809523809523808
large-family-set-2,300,0,appchina,utilcode,0.37349397590361444,83,0.1927710843373494,0.3493975903614458,0.30120481927710846,fedavg,0.18072289156626503
large-family-set-2,301,0,play-early,smsreg,0.7616236162361624,1355,0.6309963099630996,0.8044280442804428,0.42066420664206644,fedavg,0.13062730627306274
large-family-set-2,301,0,play-late,utilcode,0.7216494845360825,97,0.6804123711340206,0.865979381443299,0.865979381443299,fedavg,0.04123711340206182
large-family-set-2,301,0,anzhi,youmi,0.18518518518518517,729,0.22085048010973937,0.16049382716049382,0.26886145404663925,fedavg,-0.0356652949245542
large-family-set-2,301,0,anzhi,igexin,0.546875,128,0.3046875,0.5546875,0.328125,fedavg,0.2421875
large-family-set-2,301,0,anzhi,autoins,0.13392857142857142,112,0.125,0.13392857142857142,0.08035714285714286,fedavg,0.008928571428571425
large-family-set-2,301,0,appchina,kuguo,0.5009242144177449,3787,0.5254819118035384,0.532347504621072,0.5825191444415104,fedavg,-0.024557697385793498
large-family-set-2,301,0,appchina,utchi,0.0,610,0.0,0.03934426229508197,0.0,fedavg,0.0
large-family-set-2,301,0,appchina,feiwo,0.26666666666666666,255,0.35294117647058826,0.27450980392156865,0.39215686274509803,fedavg,-0.0862745098039216
large-family-set-2,302,0,play-early,kuguo,0.8453955901426718,3855,0.7813229571984436,0.8744487678339818,0.7559014267185473,fedavg,0.06407263294422827
large-family-set-2,302,0,play-early,smsreg,0.6588061901252763,1357,0.5865880619012528,0.705232129697863,0.7487103905674282,fedavg,0.07221812822402351
large-family-set-2,302,0,anzhi,youmi,0.17923186344238975,703,0.1678520625889047,0.17780938833570412,0.26884779516358465,fedavg,0.011379800853485056
large-family-set-2,302,0,anzhi,igexin,0.4293785310734463,177,0.2768361581920904,0.5875706214689266,0.20903954802259886,fedavg,0.15254237288135591
large-family-set-2,302,0,anzhi,autoins,0.06837606837606838,117,0.06837606837606838,0.09401709401709402,0.07692307692307693,fedavg,0.0
large-family-set-2,302,0,appchina,utchi,0.06426735218508997,389,0.0,0.4138817480719794,0.0,fedavg,0.06426735218508997
large-family-set-2,302,0,appchina,feiwo,0.26804123711340205,194,0.36082474226804123,0.23711340206185566,0.27835051546391754,fedavg,-0.09278350515463918
large-family-set-2,302,0,appchina,utilcode,0.4205607476635514,107,0.3364485981308411,0.48598130841121495,0.3644859813084112,fedavg,0.08411214953271029
large-family-set-2,303,0,play-early,kuguo,0.9516167664670658,4175,0.8852694610778443,0.9377245508982036,0.5398802395209581,fedavg,0.06634730538922151
large-family-set-2,303,0,play-late,autoins,0.4503311258278146,151,0.36423841059602646,0.5033112582781457,0.5298013245033113,fedavg,0.08609271523178813
large-family-set-2,303,0,play-late,utilcode,0.693069306930693,101,0.6336633663366337,0.7227722772277227,0.6534653465346535,fedavg,0.05940594059405935
