representation,seed,arm,n_scores,nonfinite,min,max,abs_gt_1e3,abs_gt_1e4,evidence_class
report-json,331,central__full-exposure__dose-all,228027,0,-192.63270568847656,197.8809051513672,0,0,D-post-hoc-diagnostic
report-json,331,central__peer-present__dose-all,228027,0,-194.42242431640625,251.2130584716797,0,0,D-post-hoc-diagnostic
report-json,331,fedavg__family-absent-everywhere__dose-all,228027,0,-105.9574966430664,192.64634704589844,0,0,D-post-hoc-diagnostic
report-json,331,fedavg__full-exposure__dose-all,228027,0,-124.50470733642578,226.7414093017578,0,0,D-post-hoc-diagnostic
report-json,331,fedavg__peer-present__dose-all,228027,0,-135.70382690429688,184.4466094970703,0,0,D-post-hoc-diagnostic
report-json,331,local__peer-present__dose-all,228027,0,-56.798255920410156,75.85492706298828,0,0,D-post-hoc-diagnostic
report-json,332,central__family-absent-everywhere__dose-all,224773,0,-167.7876434326172,231.1673583984375,0,0,D-post-hoc-diagnostic
report-json,332,central__full-exposure__dose-all,224773,0,-163.61367797851562,216.16136169433594,0,0,D-post-hoc-diagnostic
report-json,332,central__peer-present__dose-all,224773,0,-152.0242462158203,250.2915496826172,0,0,D-post-hoc-diagnostic
report-json,332,fedavg__family-absent-everywhere__dose-all,224773,0,-108.96788024902344,239.75308227539062,0,0,D-post-hoc-diagnostic
report-json,332,fedavg__full-exposure__dose-all,224773,0,-106.65879821777344,196.1306915283203,0,0,D-post-hoc-diagnostic
report-json,332,fedavg__peer-present__dose-all,224773,0,-99.94880676269531,208.45611572265625,0,0,D-post-hoc-diagnostic
report-json,332,local__peer-present__dose-all,224773,0,-58.298805236816406,89.24613952636719,0,0,D-post-hoc-diagnostic
report-json,333,central__family-absent-everywhere__dose-all,226664,0,-137.30429077148438,205.57037353515625,0,0,D-post-hoc-diagnostic
report-json,333,central__full-exposure__dose-all,226664,0,-138.7681884765625,230.3110809326172,0,0,D-post-hoc-diagnostic
report-json,333,central__peer-present__dose-all,226664,0,-136.99867248535156,243.3245849609375,0,0,D-post-hoc-diagnostic
report-json,333,fedavg__family-absent-everywhere__dose-all,226664,0,-110.11895751953125,223.46395874023438,0,0,D-post-hoc-diagnostic
report-json,333,fedavg__full-exposure__dose-all,226664,0,-86.40213012695312,229.97970581054688,0,0,D-post-hoc-diagnostic
report-json,333,fedavg__peer-present__dose-all,226664,0,-86.67897033691406,197.75567626953125,0,0,D-post-hoc-diagnostic
report-json,333,local__peer-present__dose-all,226664,0,-60.19989013671875,101.70071411132812,0,0,D-post-hoc-diagnostic
report-json,334,central__family-absent-everywhere__dose-all,227692,0,-161.1595458984375,193.45550537109375,0,0,D-post-hoc-diagnostic
report-json,334,central__full-exposure__dose-all,227692,0,-137.30714416503906,158.6042938232422,0,0,D-post-hoc-diagnostic
report-json,334,central__peer-present__dose-all,227692,0,-147.7766571044922,209.18067932128906,0,0,D-post-hoc-diagnostic
report-json,334,fedavg__family-absent-everywhere__dose-all,227692,0,-96.69276428222656,225.358642578125,0,0,D-post-hoc-diagnostic
report-json,334,fedavg__full-exposure__dose-all,227692,0,-99.30802917480469,197.48187255859375,0,0,D-post-hoc-diagnostic
report-json,334,fedavg__peer-present__dose-all,227692,0,-105.24501037597656,199.4185028076172,0,0,D-post-hoc-diagnostic
report-json,334,local__peer-present__dose-all,227692,0,-62.4026985168457,89.0976333618164,0,0,D-post-hoc-diagnostic
report-json,335,central__family-absent-everywhere__dose-all,227945,0,-186.84027099609375,221.35629272460938,0,0,D-post-hoc-diagnostic
report-json,335,central__full-exposure__dose-all,227945,0,-120.29210662841797,228.63636779785156,0,0,D-post-hoc-diagnostic
report-json,335,central__peer-present__dose-all,227945,0,-139.8236846923828,234.66824340820312,0,0,D-post-hoc-diagnostic
report-json,335,fedavg__family-absent-everywhere__dose-all,227945,0,-101.71932220458984,199.16314697265625,0,0,D-post-hoc-diagnostic
report-json,335,fedavg__full-exposure__dose-all,227945,0,-107.88935089111328,240.18849182128906,0,0,D-post-hoc-diagnostic
report-json,335,fedavg__peer-present__dose-all,227945,0,-115.54673767089844,216.2538604736328,0,0,D-post-hoc-diagnostic
report-json,335,local__peer-present__dose-all,227945,0,-71.98657989501953,81.61835479736328,0,0,D-post-hoc-diagnostic
report-json,336,central__family-absent-everywhere__dose-all,227875,0,-154.92308044433594,274.1587829589844,0,0,D-post-hoc-diagnostic
report-json,336,central__full-exposure__dose-all,227875,0,-169.51161193847656,282.3597106933594,0,0,D-post-hoc-diagnostic
report-json,336,central__peer-present__dose-all,227875,0,-192.9693145751953,280.4302673339844,0,0,D-post-hoc-diagnostic
report-json,336,fedavg__family-absent-everywhere__dose-all,227875,0,-111.72527313232422,203.04086303710938,0,0,D-post-hoc-diagnostic
report-json,336,fedavg__full-exposure__dose-all,227875,0,-112.3642807006836,222.11407470703125,0,0,D-post-hoc-diagnostic
report-json,336,fedavg__peer-present__dose-all,227875,0,-137.8203125,230.79183959960938,0,0,D-post-hoc-diagnostic
report-json,336,local__peer-present__dose-all,227875,0,-60.88602066040039,93.66546630859375,0,0,D-post-hoc-diagnostic
report-json,337,central__family-absent-everywhere__dose-all,226129,0,-140.9847869873047,241.3545684814453,0,0,D-post-hoc-diagnostic
report-json,337,central__full-exposure__dose-all,226129,0,-155.74331665039062,199.43951416015625,0,0,D-post-hoc-diagnostic
report-json,337,central__peer-present__dose-all,226129,0,-151.57740783691406,219.766845703125,0,0,D-post-hoc-diagnostic
report-json,337,fedavg__family-absent-everywhere__dose-all,226129,0,-107.86056518554688,245.0737762451172,0,0,D-post-hoc-diagnostic
report-json,337,fedavg__full-exposure__dose-all,226129,0,-105.51957702636719,198.8565673828125,0,0,D-post-hoc-diagnostic
report-json,337,fedavg__peer-present__dose-all,226129,0,-95.50323486328125,240.54293823242188,0,0,D-post-hoc-diagnostic
report-json,337,local__peer-present__dose-all,226129,0,-58.32436752319336,95.12854766845703,0,0,D-post-hoc-diagnostic
report-json,338,central__family-absent-everywhere__dose-all,227174,0,-152.57205200195312,288.3280029296875,0,0,D-post-hoc-diagnostic
report-json,338,central__full-exposure__dose-all,227174,0,-106.61418914794922,281.266357421875,0,0,D-post-hoc-diagnostic
report-json,338,central__peer-present__dose-all,227174,0,-146.92791748046875,289.1077575683594,0,0,D-post-hoc-diagnostic
report-json,338,fedavg__family-absent-everywhere__dose-all,227174,0,-107.24718475341797,206.39202880859375,0,0,D-post-hoc-diagnostic
report-json,338,fedavg__full-exposure__dose-all,227174,0,-100.42361450195312,208.82772827148438,0,0,D-post-hoc-diagnostic
report-json,338,fedavg__peer-present__dose-all,227174,0,-100.21846771240234,234.82357788085938,0,0,D-post-hoc-diagnostic
report-json,338,local__peer-present__dose-all,227174,0,-55.75493240356445,103.29621887207031,0,0,D-post-hoc-diagnostic
report-json,339,central__family-absent-everywhere__dose-all,207470,0,-123.51272583007812,291.81219482421875,0,0,D-post-hoc-diagnostic
report-json,339,central__full-exposure__dose-all,207470,0,-138.4742431640625,275.1916809082031,0,0,D-post-hoc-diagnostic
report-json,339,central__peer-present__dose-all,207470,0,-158.6573486328125,294.0934143066406,0,0,D-post-hoc-diagnostic
report-json,339,fedavg__family-absent-everywhere__dose-all,207470,0,-135.27880859375,178.10398864746094,0,0,D-post-hoc-diagnostic
report-json,339,fedavg__full-exposure__dose-all,207470,0,-100.41218566894531,197.62791442871094,0,0,D-post-hoc-diagnostic
report-json,339,fedavg__peer-present__dose-all,207470,0,-138.19911193847656,167.52688598632812,0,0,D-post-hoc-diagnostic
report-json,339,local__peer-present__dose-all,207470,0,-78.08385467529297,87.16889190673828,0,0,D-post-hoc-diagnostic
