experiment,learner,population,family,ctk,ctk_lo,ctk_hi,ctk_seeds,ctk_pos,evidence_class
controlled-exposure,blend,federation-wide,airpush,0.03408234507830733,0.02112096633819057,0.05021699310712904,10,10,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,own-domain,revmob,0.1949785242090734,0.10580357823907598,0.2974713833950819,10,9,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,federation-wide,revmob,0.19945664588335524,0.09152968166219487,0.3186130213898166,10,10,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,own-domain,dowgin,0.001677732273146193,-0.05442251944932034,0.04175117436290241,10,6,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,federation-wide,dowgin,0.010786303297741506,0.004477449226175882,0.016441436277945632,10,8,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,own-domain,adwo,0.04529473809783183,0.028335079780900226,0.06036812139960518,10,8,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,federation-wide,adwo,0.07984940454089656,0.054405982137227936,0.10525535989615559,10,10,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,own-domain,gappusin,0.054401085506838046,0.024279688202875266,0.08612951794904782,10,8,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,federation-wide,gappusin,0.06472438219231387,0.039434301971016994,0.09119892485062,10,10,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,own-domain,leadbolt,0.11194668928215316,0.05062288878927247,0.18163365867615341,10,7,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,federation-wide,leadbolt,0.13921220539152807,0.0843998631280796,0.1919523809220059,10,10,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,own-domain,hiddad,0.001918486070551151,-0.016489361702127652,0.020066170676308337,10,3,C-post-confirmatory-evidence-preserving
controlled-exposure,blend,federation-wide,hiddad,0.016861467380810437,-0.0010349887875566745,0.0362275469180003,10,7,C-post-confirmatory-evidence-preserving
replication-family-set,blend,own-domain,dnotua,0.0068965517241379335,0.0,0.0206896551724138,10,1,C-post-confirmatory-evidence-preserving
replication-family-set,blend,federation-wide,dnotua,-0.0023106027735763784,-0.018708430801452014,0.013892253979077965,10,4,C-post-confirmatory-evidence-preserving
replication-family-set,blend,own-domain,inmobi,0.08372771510196324,0.04381598793363498,0.12473078296951781,10,7,C-post-confirmatory-evidence-preserving
replication-family-set,blend,federation-wide,inmobi,0.09768815972876363,0.048308035391170547,0.15651162635076762,10,10,C-post-confirmatory-evidence-preserving
replication-family-set,blend,own-domain,smsreg,0.006073321827884936,-0.05509905419256512,0.05161910594199507,10,5,C-post-confirmatory-evidence-preserving
replication-family-set,blend,federation-wide,smsreg,0.0350865539424592,0.007223649902821011,0.05910443542685109,10,9,C-post-confirmatory-evidence-preserving
replication-family-set,blend,own-domain,kuguo,0.020163626107441834,-0.011511196349529348,0.05134867070423204,10,6,C-post-confirmatory-evidence-preserving
replication-family-set,blend,federation-wide,kuguo,0.042066288534854085,0.019608084604070916,0.06421910901850653,10,8,C-post-confirmatory-evidence-preserving
replication-family-set,blend,own-domain,youmi,0.040269953995513266,0.015387897151607792,0.06740516994987199,10,7,C-post-confirmatory-evidence-preserving
replication-family-set,blend,federation-wide,youmi,0.04912832082972367,0.02092009411000249,0.07878541369438424,10,8,C-post-confirmatory-evidence-preserving
replication-family-set,blend,own-domain,zdtad,-0.08333333333333333,-0.25,0.0,6,0,C-post-confirmatory-evidence-preserving
replication-family-set,blend,federation-wide,zdtad,0.00008316027290707535,-0.026299162855411055,0.025021551988580953,6,3,C-post-confirmatory-evidence-preserving
replication-family-set,blend,own-domain,domob,0.036994401038766805,0.005453965416544551,0.0685807179258962,10,6,C-post-confirmatory-evidence-preserving
replication-family-set,blend,federation-wide,domob,0.025693985105917593,0.0007318471863073284,0.053229605477293974,10,7,C-post-confirmatory-evidence-preserving
replication-family-set,blend,own-domain,utchi,0.0,0.0,0.0,6,0,C-post-confirmatory-evidence-preserving
replication-family-set,blend,federation-wide,utchi,0.0,0.0,0.0,6,0,C-post-confirmatory-evidence-preserving
