evidence_class,experiment,population,scope,client,family,seed_count,observations,cells,pooling_mean,pooling_ci_low,pooling_ci_high,hurt_seeds,hurts,hurts_interval_below_zero,ctk_mean,ctk_ci_low,ctk_ci_high,repair_mean,repair_ci_low,repair_ci_high,new_capability_mean,new_capability_ci_low,new_capability_ci_high,harm_mean,harm_ci_low,harm_ci_high,repair_share
C-post-confirmatory-evidence-preserving,controlled-exposure,own-domain,client-family-cell,play-late,leadbolt,3,3,1,-0.2945992432060543,-0.6793945648434813,0.40000000000000013,2,true,false,0.6130546955624355,0.35,0.8421052631578947,0.4279325765393877,0.0,0.6793945648434813,0.18512211902304784,0.09769521843825253,0.34999999999999987,0.0,,,0.6980332744157338
C-post-confirmatory-evidence-preserving,controlled-exposure,own-domain,client-family-cell,anzhi,gappusin,3,3,1,-0.09975839279117966,-0.1993006993006993,-0.007025761124121788,3,true,true,-0.0049715766928881645,-0.011709601873536285,-0.0010683760683760691,0.0,,,0.0,,,-0.0049715766928881645,-0.011709601873536285,-0.0010683760683760691,
C-post-confirmatory-evidence-preserving,controlled-exposure,own-domain,client-family-cell,anzhi,hiddad,2,2,1,0.08750000000000002,,,0,false,false,0.0,,,0.0,,,0.0,,,0.0,,,
C-post-confirmatory-evidence-preserving,controlled-exposure,own-domain,client-family-cell,appchina,revmob,5,5,1,-0.09480358504958049,-0.1486651411136537,0.0010869565217391298,4,true,false,0.10611810322908721,0.06833524027459954,0.18443935926773455,0.07133549453343503,0.026086956521739132,0.10911835748792267,0.034782608695652174,0.0,0.06956521739130435,0.0,,,0.6722273802749408
C-post-confirmatory-evidence-preserving,controlled-exposure,own-domain,client-family-cell,appchina,airpush,2,2,1,0.1278887204138035,,,0,false,false,0.0023980815347721673,,,0.0,,,0.0023980815347721673,,,0.0,,,0.0
C-post-confirmatory-evidence-preserving,controlled-exposure,own-domain,client-family-cell,play-early,dowgin,3,3,1,0.16522366522366524,0.0779220779220779,0.3333333333333333,0,false,false,-0.0925925925925926,-0.2777777777777778,0.0,0.0,,,0.0,,,-0.0925925925925926,-0.2777777777777778,0.0,
C-post-confirmatory-evidence-preserving,controlled-exposure,own-domain,client-family-cell,play-early,leadbolt,2,2,1,-0.1486175115207373,,,2,true,false,0.31153993855606754,,,0.1486175115207373,,,0.16292242703533028,,,0.0,,,0.4770416024653312
C-post-confirmatory-evidence-preserving,controlled-exposure,own-domain,client-family-cell,anzhi,leadbolt,3,3,1,-0.059722222222222225,-0.3125,0.08888888888888889,1,true,false,0.10416666666666667,0.0,0.3125,0.10416666666666667,0.0,0.3125,0.0,,,0.0,,,1.0
C-post-confirmatory-evidence-preserving,controlled-exposure,own-domain,client-family-cell,play-early,hiddad,3,3,1,0.09437529937112747,0.037037037037037035,0.12859824780976217,0,false,false,-0.03143783123966685,-0.07945889151562907,0.0514705882352941,0.0,,,0.017156862745098034,0.0,0.0514705882352941,-0.04859469398476488,-0.09259259259259256,0.0,0.0
C-post-confirmatory-evidence-preserving,controlled-exposure,own-domain,client-family-cell,play-early,gappusin,1,1,1,0.25,,,0,false,false,-0.022727272727272707,,,0.0,,,0.0,,,-0.022727272727272707,,,
