evidence_class,experiment,population,scope,client,family,seed_count,observations,cells,pooling_mean,pooling_ci_low,pooling_ci_high,hurt_seeds,hurts,hurts_interval_below_zero,ctk_mean,ctk_ci_low,ctk_ci_high,repair_mean,repair_ci_low,repair_ci_high,new_capability_mean,new_capability_ci_low,new_capability_ci_high,harm_mean,harm_ci_low,harm_ci_high,repair_share
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client-family-cell,anzhi,domob,4,4,1,-0.060161698284984445,-0.10650179497407261,0.01375035622684525,3,true,false,0.07729691526971369,-0.0038558702300225955,0.20319179253348532,0.02448775612193904,0.0,0.05897051474262871,0.06198347107438016,0.0,0.1859504132231405,-0.009174311926605505,-0.027522935779816515,0.0,0.2831896448785615
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client-family-cell,anzhi,smsreg,2,2,1,-0.12027446237972553,,,2,true,false,0.03579972658920025,,,0.03579972658920025,,,0.0,,,0.0,,,1.0
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client-family-cell,anzhi,youmi,6,6,1,-0.09801781147670056,-0.13837846895410857,-0.05136612087339706,6,true,true,0.0356543424240968,0.0007867132867133003,0.08302458245118798,0.02643832907964308,0.008431022765885152,0.05945890324595594,0.013761467889908258,0.0,0.05504587155963303,-0.004545454545454543,-0.01818181818181817,0.0,0.6576731991872583
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client-family-cell,appchina,inmobi,5,5,1,0.017565810148930373,-0.11168831168831166,0.18952691021254292,3,false,false,0.30621705660068826,0.22301790281329925,0.4055003819709702,0.06683316683316681,0.019047619047619046,0.11315351315351312,0.23938388976752148,0.18953373991737166,0.3226890756302521,0.0,,,0.21825422651200738
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client-family-cell,appchina,dnotua,2,2,1,0.0,,,0,false,false,-0.125,,,0.0,,,0.0,,,-0.125,,,
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client-family-cell,play-early,kuguo,3,3,1,0.06926406926406925,0.0,0.13636363636363635,0,false,false,0.0865800865800866,0.015151515151515173,0.2142857142857143,0.0,,,0.0865800865800866,0.015151515151515173,0.2142857142857143,0.0,,,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client-family-cell,play-early,domob,4,4,1,0.050802139037433136,-0.06960227272727273,0.2362132352941176,2,false,false,0.04595588235294118,0.0,0.10845588235294118,0.015625,0.0,0.046875,0.03033088235294118,0.0,0.06066176470588236,0.0,,,0.33999999999999997
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client-family-cell,play-early,smsreg,1,1,1,-0.046875,,,1,true,false,0.0,,,0.0,,,0.0,,,0.0,,,
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client-family-cell,anzhi,dnotua,1,1,1,0.0625,,,0,false,false,0.0,,,0.0,,,0.0,,,0.0,,,
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,family,,kuguo,10,10,3,-0.061300373487330584,-0.14615607551555398,0.008811179039287919,6,true,false,0.004035086780306363,-0.0448173295427424,0.06837324573182331,0.007096930126764184,0.0,0.02844500632111252,0.025974025974025983,0.0,0.09935064935064938,-0.029035869320483805,-0.08126378561124278,-0.008790530418067983,0.21459706532629144
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,family,,domob,10,10,3,0.024486525187066066,-0.0449154274327979,0.11860096830682093,5,false,false,0.04757350240341253,0.005984093390160064,0.1131701665511583,0.016045102448775616,0.002898550724637683,0.03879310344827587,0.04077189521708239,0.010096153846153855,0.11515206050633857,-0.009243495262445478,-0.027730485787336435,0.0,0.28239968861320713
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,family,,utchi,6,6,2,0.0,,,0,false,false,0.11290451139805517,-0.06504065040650407,0.5491790212019768,0.0,,,0.1454248366013072,0.0,0.5816993464052288,-0.032520325203252036,-0.13008130081300814,0.0,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,family,,youmi,10,10,3,-0.04325154710107409,-0.09584002924818667,0.02773073819636722,7,true,false,0.02757755169101721,0.00210170611844981,0.060553439337393704,0.015862997447785847,0.004301075268817201,0.04334372304555792,0.018041826970504087,0.0033333333333333322,0.04302752293577981,-0.006327272727272726,-0.0181090909090909,0.0,0.4678684440916487
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,family,,zdtad,6,6,1,-0.2777777777777778,-0.6666666666666666,-0.055555555555555546,4,true,true,0.11111111111111112,0.02777777777777778,0.22222222222222224,0.11111111111111112,0.02777777777777778,0.22222222222222224,0.0,,,0.0,,,1.0
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,family,,dnotua,10,10,4,0.01236416188861073,-0.0158754946297343,0.039999999999999994,1,false,false,0.0038269854965282068,-0.075,0.05440075598833147,0.00852459016393442,0.0,0.0426229508196721,0.020302395332593787,0.004262295081967215,0.07569086651053865,-0.025,-0.1,0.0,0.29571562954305725
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,family,,inmobi,10,10,3,0.09481533944848033,-0.025621866125946274,0.34790462428124375,5,false,false,0.1983957395645918,0.11765422428832847,0.2956286450965013,0.05023850716008427,0.019780219780219776,0.08452342744641377,0.14815723240450754,0.08509708765533168,0.22383276218407874,0.0,,,0.25322371977513203
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,family,,smsreg,10,10,4,0.04174308114413311,-0.04964153427813447,0.13623361284950028,5,false,false,0.0017997207203841708,-0.13105980190984484,0.05278875995035858,0.0071599453178400494,0.0,0.024436090225563895,0.029933893049602943,0.006365159128978226,0.07061647261409205,-0.03529411764705882,-0.17647058823529413,0.0,0.19302249734619767
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client,anzhi,,9,20,6,-0.07692027170643384,-0.15847856099214516,-0.028052952141918004,7,true,true,0.07946341912398906,0.021786060055478,0.17713065745314868,0.02049205452924041,0.011062344868143236,0.03383011496351278,0.06292294369777239,0.0,0.169047146691916,-0.003951579103023762,-0.00870859700696768,-0.0008154943934760449,0.24566390894682463
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client,appchina,,10,25,8,-0.04145653061635923,-0.09662696619088197,0.0054624471129500075,6,true,false,0.055522861203125086,-0.017360691412538785,0.10711010180480844,0.03734321234321234,0.013461538461538464,0.06082806082806083,0.05236750788515541,0.023081975993592907,0.08810439974863352,-0.03418785902524266,-0.08231451247337279,-0.01095840886497039,0.41626254084407527
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client,play-early,,10,17,6,0.052461859796240316,0.0026756202562062343,0.10996172966721199,3,false,false,0.046847946811700486,0.019209188850427307,0.08381185325680221,0.008979609412734037,0.0,0.025346513907435288,0.037868337398966445,0.017244134906539466,0.07173559293465542,0.0,,,0.19167562345531308
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,client,play-late,,9,10,3,0.1491670273597518,0.02558416529004766,0.3892666156359606,3,false,false,0.003939075630252093,-0.14148576097105509,0.06448412698412698,0.003472222222222222,0.0,0.017361111111111112,0.03968253968253968,0.011904761904761902,0.08134920634920634,-0.0392156862745098,-0.19607843137254902,0.0,0.08045977011494253
C-post-confirmatory-evidence-preserving,replication-family-set,own-domain,overall,,,10,72,23,-0.0082448897611909,-0.044905537549086535,0.06080866657647019,6,true,false,0.05798111000692243,0.022319941164868295,0.08834166177483126,0.023617878085539303,0.01348681989853856,0.03724818924049701,0.0512262275316112,0.030667514691397935,0.08868830402085673,-0.01686299561022807,-0.03753856727988779,-0.006485935091893748,0.31556096356273744
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,anzhi,kuguo,3,3,1,-0.18939688811721642,-0.2809636337537295,-0.016891891891891886,3,true,true,0.02445793899934397,-0.008316008316008316,0.061845131612573434,0.027229941771346744,0.006614897900488932,0.061845131612573434,0.0,,,-0.002772002772002772,-0.008316008316008316,0.0,1.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,appchina,domob,2,2,1,0.14641429739304207,,,0,false,false,0.004371423380870182,,,0.0,,,0.022935779816513763,,,-0.01856435643564358,,,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,appchina,utchi,2,2,1,0.0,,,0,false,false,-0.022598870056497175,,,0.0,,,0.0,,,-0.022598870056497175,,,
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,appchina,youmi,2,2,1,-0.01784412365121027,,,1,true,false,-0.020061728395061734,,,0.0,,,0.0,,,-0.020061728395061734,,,
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,appchina,zdtad,6,6,1,-0.06306484636638733,-0.13985934666988778,-0.005327813497817191,4,true,true,-0.019049802236100772,-0.03909411284682437,0.010239227052928531,0.0,,,0.00611325611325612,0.0,0.02445302445302448,-0.025163058349356893,-0.04394543062406309,-0.010939837141467882,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,play-early,dnotua,5,5,1,0.01908223578445072,-0.052597968069666115,0.055674049767569,1,false,false,0.022390562131333246,-0.006371342630571486,0.0956894409937888,0.01692307692307691,0.0,0.06769230769230764,0.010850507982583468,0.0,0.025474600870827313,-0.005383022774327129,-0.011594202898550687,-0.0006211180124223947,0.6093227424749159
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,play-early,inmobi,2,2,1,0.02846622500887258,,,1,false,false,0.17474565243108953,,,0.04746835443037972,,,0.1272772980007098,,,0.0,,,0.27164254887027156
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,play-late,smsreg,5,5,1,0.059299531411997154,-0.006166714510907445,0.12031692009726529,2,false,false,0.03828955917369466,-0.047589526869702886,0.07794243986254298,0.010582315057423419,0.0,0.029479624385543537,0.04463934805591918,0.011677120854552213,0.07863250309233769,-0.016932103939647947,-0.06772841575859179,0.0,0.19163340002460974
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,anzhi,utchi,4,4,1,0.013606071825249907,0.0,0.027212143650499815,0,false,false,0.1852920564745706,0.03161054962525551,0.48047019622362086,0.0,,,0.1852920564745706,0.03161054962525551,0.48047019622362086,0.0,,,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,appchina,kuguo,4,4,1,-0.06412440374880865,-0.09497231497930785,-0.042582937467261966,4,true,true,-0.01780845952085018,-0.05505160270875545,0.019434683667055086,0.009039426798878536,0.0012810658467845293,0.02455614870306655,0.000677915034649007,0.0,0.002033745103947021,-0.027525801354377724,-0.05505160270875545,0.0,0.9302365763947903
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,appchina,smsreg,2,2,1,0.11474437143247933,,,0,false,false,0.029371422847158407,,,0.0,,,0.029371422847158407,,,0.0,,,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,play-early,youmi,2,2,1,0.02707554555779773,,,0,false,false,0.20713332671717005,,,0.0,,,0.20713332671717005,,,0.0,,,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,play-late,dnotua,2,2,1,-0.08417319895483388,,,1,true,false,0.017543859649122806,,,0.017543859649122806,,,0.0,,,0.0,,,1.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,play-late,inmobi,3,3,1,0.3545790868651831,0.0866153586741822,0.8209366391184573,0,false,false,0.03568292405190802,0.025796518443577294,0.05509641873278237,0.0,,,0.03568292405190802,0.025796518443577294,0.05509641873278237,0.0,,,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,anzhi,domob,4,4,1,-0.0765298330270677,-0.15207543681242489,-0.0009842292417105158,3,true,true,0.05321239462048734,0.0036615644686274207,0.08432333518056712,0.02160316367258796,0.0,0.05109378029457188,0.03530381222868756,0.0,0.08970196037683573,-0.0036945812807881798,-0.01108374384236454,0.0,0.3796224158891519
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,anzhi,smsreg,2,2,1,-0.032309941520467844,,,1,true,false,0.0429824561403509,,,0.027631578947368424,,,0.015350877192982476,,,0.0,,,0.6428571428571426
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,anzhi,youmi,6,6,1,-0.09155529033634986,-0.13601233125200876,-0.028622791811246412,5,true,true,0.0359054039219445,0.009665114932995938,0.05711048276427036,0.026117208590971955,0.008752433102314897,0.047293110531881205,0.011889035667107,0.0,0.047556142668428,-0.0021008403361344554,-0.008403361344537822,0.0,0.6871820433933101
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,appchina,inmobi,5,5,1,0.1923342837384491,0.07130650338275739,0.31336206409414075,0,false,false,0.24097889697009034,0.13391924740901953,0.34428597958090756,0.0,,,0.24097889697009034,0.13391924740901953,0.34428597958090756,0.0,,,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,appchina,dnotua,2,2,1,0.15494382022471911,,,0,false,false,-0.03685393258426968,,,0.0,,,0.0,,,-0.03685393258426968,,,
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,play-early,kuguo,3,3,1,0.2089921831296853,0.15748031496062997,0.26684799032940465,0,false,false,0.08943991159208753,0.07585373224539127,0.10161197466896943,0.0,,,0.08943991159208753,0.07585373224539127,0.10161197466896943,0.0,,,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,play-early,domob,4,4,1,-0.28074295010753614,-0.3874059405940594,-0.22400735236028674,4,true,true,0.2647969669714785,0.1851729380255099,0.40078712871287137,0.26013030030481177,0.1851729380255099,0.3867871287128713,0.00466666666666668,0.0,0.01400000000000004,0.0,,,0.9823764345942476
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,play-early,smsreg,1,1,1,0.0316875460574797,,,0,false,false,0.15327929255711126,,,0.0,,,0.15327929255711126,,,0.0,,,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client-family-cell,anzhi,dnotua,1,1,1,0.039603960396039584,,,0,false,false,0.0,,,0.0,,,0.0,,,0.0,,,
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,family,,kuguo,10,10,3,-0.019771172995782793,-0.12298611327162776,0.09004532393394997,7,true,false,0.02704597136908938,-0.008384110746723196,0.057865200509546987,0.011784753250955437,0.003009322047574303,0.03079097765046028,0.02710313949148586,0.00785653923839873,0.057315565878317085,-0.01184192137335192,-0.03303096162525327,-0.0008316008316008316,0.30304427470542383
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,family,,domob,10,10,3,-0.1136262537752331,-0.22538829742282518,-0.008084159915882516,7,true,true,0.12807802931296036,0.06115827711227856,0.24163791095792267,0.1126933855909599,0.04628812950398327,0.22759517184160005,0.020575347521444447,0.005600000000000016,0.051508918707309226,-0.005190703799443988,-0.01856435643564358,0.0,0.845610091422642
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,family,,utchi,6,6,2,0.009070714550166606,0.0,0.022645933604837715,0,false,false,0.11599508096421467,0.003302030844403725,0.4179406008978934,0.0,,,0.12352803764971372,0.016246498599439777,0.4227678020486239,-0.007532956685499058,-0.030131826741996232,0.0,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,family,,youmi,10,10,3,-0.05308688982049242,-0.10049665720668516,-0.005441077798479967,6,true,true,0.05895756201758837,0.01777673286502571,0.1216895286411726,0.01567032515458317,0.005251459861388938,0.0349612580964408,0.04856008674369821,0.007133421400264199,0.11894932209745077,-0.00527284988069302,-0.020061728395061734,0.0,0.24397049141455784
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,family,,zdtad,6,6,1,-0.06306484636638733,-0.13985934666988778,-0.005327813497817191,4,true,true,-0.019049802236100772,-0.03909411284682437,0.010239227052928531,0.0,,,0.00611325611325612,0.0,0.02445302445302448,-0.025163058349356893,-0.04394543062406309,-0.010939837141467882,0.0
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,family,,dnotua,10,10,4,0.027655638185806363,-0.03811753187922004,0.08534260238605337,2,false,false,0.0073332664786372485,-0.0117384085052805,0.04851236116987084,0.011970310391363015,0.0,0.040863697705802934,0.005425253991291734,0.0,0.016275761973875202,-0.010062297904017501,-0.02211235955056181,-0.0030538302277432704,0.6881242900804473
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,family,,inmobi,10,10,3,0.20823411293055397,0.09200479523675362,0.4244333545792083,1,false,false,0.1661434561868355,0.09581422169447376,0.25896506263719665,0.009493670886075944,0.0,0.04746835443037972,0.15664978530075951,0.08995059436339421,0.25180320426609193,0.0,,,0.05714140721497874
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,family,,smsreg,10,10,4,0.04930540629414885,-0.02166753297934381,0.09213025987969961,3,false,false,0.04894348464006031,0.0075121913999128525,0.08173381174338831,0.010817473318185394,0.0014251781472684132,0.028176885512750945,0.04659206329169889,0.023181549058035093,0.08519367514705267,-0.008466051969823973,-0.04233025984911987,0.0,0.18842641757750983
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client,anzhi,,9,20,6,-0.06854721264677142,-0.1527544153138712,-0.016165092137891718,5,true,true,0.0684694426136244,0.04039927206866027,0.1313790893364335,0.020507930966292175,0.008397744760190038,0.03681830372657934,0.0492981992923363,0.016821642518236958,0.1245644913576352,-0.0013366876450040758,-0.003353248485094329,-0.000308000308000308,0.2937840973323008
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client,appchina,,10,25,8,0.04019638200580946,-0.003154410794289019,0.0859789120848225,3,false,false,0.0425781826477282,-0.002436898755723957,0.11028183399159133,0.0017224809699900717,0.0,0.007929169731665277,0.060734595134250335,0.023414037083772606,0.12396772464906206,-0.019878893456512208,-0.03619885983982468,-0.010154306780001813,0.027578636039818187
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client,play-early,,10,17,6,-0.004218947478906288,-0.08628062012270138,0.08062974726849148,5,true,false,0.12838847004576884,0.08081673876152318,0.18615385477077656,0.062325877224788086,0.023700687147724032,0.12255508622810465,0.06748598826611532,0.03271971762387039,0.11819749015753782,-0.0014233954451345816,-0.003752587991718434,-0.0001552795031055987,0.4801246557014897
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,client,play-late,,9,10,3,0.14123167674652823,0.028829581660760734,0.4206225770908008,3,false,false,0.03364253910174938,-0.010184240705245814,0.05962554031627069,0.00782838165958221,0.0015835312747426815,0.01995229596521253,0.03522088185308269,0.01621547974709671,0.06119732052611106,-0.009406724410915526,-0.04703362205457763,0.0,0.1818470519775358
C-post-confirmatory-evidence-preserving,replication-family-set,federation-wide,overall,,,10,72,23,0.01250795145626869,-0.020595746550043384,0.04279006297765344,2,false,false,0.06916517722182955,0.045357242222917975,0.09794503715839298,0.024033976994715912,0.014058535870073633,0.03617994130668245,0.053183989858258715,0.0357343652204092,0.07520017057162592,-0.008052789631145087,-0.015470270754935789,-0.004029695237371544,0.311248508271104
