mean_difference,median_difference,ci_low,ci_high,positive_seeds,seed_count,evidence_class,scope,experiment,salt,alpha,metric,learner,aggregation,sensitivity,exceeds_practical_threshold,ci_excludes_zero
0.07130128408502161,0.06223901439021362,0.05183342971458719,0.09954550124346963,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.01,federation-unseen-recall,fedavg,paired-seed-macro,,true,true
0.07803260693114354,0.06524668137307467,0.058435831236750564,0.11227701373435905,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.01,own-domain-unseen-recall,fedavg,paired-seed-macro,,true,true
0.014571081387959187,0.008871345084688412,0.0081023045622156,0.02418183795596221,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.01,worst-client-unseen-recall,fedavg,paired-seed-macro,,false,true
0.07614423086639474,0.06815521413338935,0.05832279683948704,0.09867434352738633,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.05,family-macro-unseen-recall,central,paired-seed-macro,,true,true
0.0818292667098319,0.08104794487296002,0.06482343161711462,0.10304986431966916,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.05,federation-unseen-recall,central,paired-seed-macro,,true,true
0.07341653904386733,0.08066381121231353,0.05323323123017246,0.08693963440686406,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.05,own-domain-unseen-recall,central,paired-seed-macro,,true,true
0.09101809120412223,0.06264654344238985,0.05223960616723558,0.1410017414244766,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.05,worst-client-unseen-recall,central,paired-seed-macro,,true,true
0.08302746816626108,0.08086327803312984,0.06633447803693404,0.09914322699021857,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.05,family-macro-unseen-recall,fedavg,paired-seed-macro,,true,true
0.09371752024253636,0.09626720880195405,0.0754313865013096,0.10974322486436439,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.05,federation-unseen-recall,fedavg,paired-seed-macro,,true,true
0.09809813592871076,0.09023734468660055,0.08503338471055298,0.11860624422441554,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.05,own-domain-unseen-recall,fedavg,paired-seed-macro,,true,true
0.07919095229563322,0.06756760660460127,0.04650292690141489,0.12871512705006483,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.05,worst-client-unseen-recall,fedavg,paired-seed-macro,,true,true
0.06433913778702213,0.06891401142213718,0.05054426675036498,0.076871224630705,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.1,family-macro-unseen-recall,central,paired-seed-macro,,true,true
0.06491124531689871,0.054164400491090836,0.052723278709832615,0.08457222387895903,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.1,federation-unseen-recall,central,paired-seed-macro,,true,true
0.07579228496506835,0.0673988618793992,0.05825378672644267,0.10562062103907588,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.1,own-domain-unseen-recall,central,paired-seed-macro,,true,true
0.11088166245401028,0.0740501427443358,0.07377768359355949,0.1803550353138734,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.1,worst-client-unseen-recall,central,paired-seed-macro,,true,true
0.07734642468832556,0.07580193332885182,0.0650605925142673,0.08826861254403538,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.1,family-macro-unseen-recall,fedavg,paired-seed-macro,,true,true
0.08207966327973752,0.07963433970062916,0.06783383673462538,0.09609372781643881,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.1,federation-unseen-recall,fedavg,paired-seed-macro,,true,true
0.08778615667409675,0.09317082484257941,0.07519030394348966,0.09613918033894983,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.1,own-domain-unseen-recall,fedavg,paired-seed-macro,,true,true
0.12325788176868793,0.11607752545396567,0.08847296320597567,0.1709702997515263,10,10,B-confirmatory-sensitivity,linear-model,model-family-replication-linear,0,0.1,worst-client-unseen-recall,fedavg,paired-seed-macro,,true,true
0.06642474507173571,0.06275707838438965,0.05289300063224598,0.08112480793819797,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,,fedavg,micro-pooled,all-families,true,true
0.05705277613827947,0.0638812457843213,0.04532980342280769,0.06615071288498413,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,,fedavg,micro-pooled,deduplicated-test,true,true
0.14792222669359503,0.13086304831399453,0.12096615722268687,0.18098851423302093,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,,fedavg,micro-pooled,top-family-removal,true,true
0.08551162553217583,0.07532155313661645,0.06712717683718317,0.10880209216351505,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.01,family-macro-unseen-recall,central,paired-seed-macro,,true,true
0.10492778232942439,0.10973553598759056,0.08215379976161283,0.12432369929851246,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.01,federation-unseen-recall,central,paired-seed-macro,,true,true
0.13907241862426611,0.14051979212157084,0.10231280864610047,0.17608879219323542,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.01,own-domain-unseen-recall,central,paired-seed-macro,,true,true
0.04467079882911544,0.036832833943477326,0.024950424838708275,0.0883695317590459,9,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.01,worst-client-unseen-recall,central,paired-seed-macro,,true,true
0.08184427249689959,0.06435853520256114,0.05720471409247349,0.12363039456713514,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.01,family-macro-unseen-recall,fedavg,paired-seed-macro,,true,true
0.10276425422960427,0.09266653548943102,0.08356538568902304,0.1384994707366654,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.01,federation-unseen-recall,fedavg,paired-seed-macro,,true,true
0.12496751308555362,0.1247711240711875,0.08715537265813665,0.16955116794440753,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.01,own-domain-unseen-recall,fedavg,paired-seed-macro,,true,true
0.036314314478296826,0.02274375386757426,0.016099796260357745,0.09338294998490504,8,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.01,worst-client-unseen-recall,fedavg,paired-seed-macro,,true,true
0.12273529698956072,0.12165273610535043,0.10254693464045869,0.14433538694599204,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,family-macro-unseen-recall,central,paired-seed-macro,,true,true
0.1379999898422603,0.14158924959228072,0.11130097181434524,0.16607186376166078,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,federation-unseen-recall,central,paired-seed-macro,,true,true
0.17070354552916678,0.2047520578188149,0.11668182760968894,0.20983070710378393,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,own-domain-unseen-recall,central,paired-seed-macro,,true,true
0.16926098687874014,0.15583340417382346,0.10354091466497446,0.26739621506487027,9,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,worst-client-unseen-recall,central,paired-seed-macro,,true,true
0.13137864425295617,0.12779115831559573,0.11283676052468658,0.15377173569569497,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,family-macro-unseen-recall,fedavg,paired-seed-macro,,true,true
0.14264765082850572,0.1551485850495289,0.11568932124762782,0.16314185437857057,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,federation-unseen-recall,fedavg,paired-seed-macro,,true,true
0.14927790009580427,0.18253829576530736,0.09824044098553981,0.19288575967251706,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,own-domain-unseen-recall,fedavg,paired-seed-macro,,true,true
0.1868131207190635,0.1864222726279447,0.10925308279302262,0.27992795175882906,9,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.05,worst-client-unseen-recall,fedavg,paired-seed-macro,,true,true
0.13966729576348155,0.1415569599527351,0.1256677114518088,0.15097225326216154,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.1,family-macro-unseen-recall,central,paired-seed-macro,,true,true
0.1455604354796695,0.1500897859465677,0.12212974431777934,0.167106063356522,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.1,federation-unseen-recall,central,paired-seed-macro,,true,true
0.1570457136212228,0.14096092295612556,0.11388612788870113,0.20135842999439438,10,10,B-confirmatory-sensitivity,low-family-support,family-support-sensitivity-low,0,0.1,own-domain-unseen-recall,central,paired-seed-macro,,true,true
