experiment,learner,condition,alpha,mean_realised_fpr,mean_worst_client_fpr,runs,valid_operating_runs,mean_fpr_deviation_from_target,evidence_class
partition-salt-sensitivity,fedavg,full-exposure,0.01,0.009941116912928245,0.013103059954301622,10,30,-0.000058883087071755214,B-confirmatory-sensitivity
partition-salt-sensitivity,fedavg,full-exposure,0.05,0.04994793232622554,0.06154212782007374,10,30,-0.0000520676737744627,B-confirmatory-sensitivity
partition-salt-sensitivity,fedavg,full-exposure,0.1,0.09953707575772287,0.11613148002903002,10,30,-0.00046292424227713236,B-confirmatory-sensitivity
partition-salt-sensitivity,fedavg,peer-present,0.01,0.009970939167036072,0.013139962163043858,10,30,-0.00002906083296392789,B-confirmatory-sensitivity
partition-salt-sensitivity,fedavg,peer-present,0.05,0.04997085105311063,0.06081437319014021,10,30,-0.00002914894688937214,B-confirmatory-sensitivity
partition-salt-sensitivity,fedavg,peer-present,0.1,0.09896314458094893,0.11511246646405002,10,30,-0.0010368554190510748,B-confirmatory-sensitivity
partition-salt-sensitivity,local,peer-present,0.01,0.009979736510192428,0.012840624137453849,10,30,-0.000020263489807572505,B-confirmatory-sensitivity
partition-salt-sensitivity,local,peer-present,0.05,0.04941933723618623,0.05922945641444214,10,30,-0.0005806627638137718,B-confirmatory-sensitivity
partition-salt-sensitivity,local,peer-present,0.1,0.0991433965614501,0.11548924987057377,10,30,-0.0008566034385499022,B-confirmatory-sensitivity
peer-dose-response,central,peer-present,0.01,0.010722935831923523,0.015428106430223545,10,10,0.0007229358319235223,B-confirmatory-sensitivity
peer-dose-response,central,peer-present,0.05,0.04994284805869585,0.06286137432056527,10,10,-0.00005715194130415102,B-confirmatory-sensitivity
peer-dose-response,central,peer-present,0.1,0.10081349598628031,0.12681290994547317,10,10,0.0008134959862803048,B-confirmatory-sensitivity
peer-dose-response,fedavg,peer-present,0.01,0.010988731238752226,0.015861602792520878,10,10,0.000988731238752226,B-confirmatory-sensitivity
peer-dose-response,fedavg,peer-present,0.05,0.05030353566460377,0.06458605735377838,10,10,0.00030353566460376846,B-confirmatory-sensitivity
peer-dose-response,fedavg,peer-present,0.1,0.10259627658146872,0.1261455564346518,10,10,0.002596276581468715,B-confirmatory-sensitivity
peer-dose-response,fedavg-finetune,peer-present,0.01,0.010779703740029758,0.014871147432647424,10,10,0.0007797037400297576,B-confirmatory-sensitivity
peer-dose-response,fedavg-finetune,peer-present,0.05,0.05004359021190369,0.0623755446876206,10,10,0.00004359021190368517,B-confirmatory-sensitivity
peer-dose-response,fedavg-finetune,peer-present,0.1,0.10123204612478538,0.12180977367807067,10,10,0.001232046124785377,B-confirmatory-sensitivity
replication-family-set,blend,family-absent-everywhere,0.01,0.010621282886822911,0.014495795078126605,10,10,0.000621282886822911,B-confirmatory-sensitivity
replication-family-set,blend,family-absent-everywhere,0.05,0.05131511267044454,0.06571758149400321,10,10,0.0013151126704445404,B-confirmatory-sensitivity
replication-family-set,blend,family-absent-everywhere,0.1,0.10238255781576325,0.12639618301954372,10,10,0.002382557815763242,B-confirmatory-sensitivity
replication-family-set,blend,full-exposure,0.01,0.010391181926523493,0.01385087787924319,10,10,0.00039118192652349247,B-confirmatory-sensitivity
replication-family-set,blend,full-exposure,0.05,0.05129336760482952,0.06640038125830966,10,10,0.0012933676048295165,B-confirmatory-sensitivity
replication-family-set,blend,full-exposure,0.1,0.10328276247488485,0.12828889992005021,10,10,0.0032827624748848483,B-confirmatory-sensitivity
replication-family-set,blend,peer-present,0.01,0.010462978803248812,0.013898035591944724,10,10,0.00046297880324881226,B-confirmatory-sensitivity
replication-family-set,blend,peer-present,0.05,0.051200499940870337,0.06651997095947818,10,10,0.0012004999408703337,B-confirmatory-sensitivity
replication-family-set,blend,peer-present,0.1,0.10227650644584366,0.12445562451285017,10,10,0.0022765064458436512,B-confirmatory-sensitivity
replication-family-set,central,family-absent-everywhere,0.01,0.010433436846391921,0.0143613987263834,10,10,0.0004334368463919207,B-confirmatory-sensitivity
replication-family-set,central,family-absent-everywhere,0.05,0.05073526650219841,0.06253089467703833,10,10,0.0007352665021984062,B-confirmatory-sensitivity
replication-family-set,central,family-absent-everywhere,0.1,0.10204299267163978,0.12368599495522332,10,10,0.002042992671639779,B-confirmatory-sensitivity
replication-family-set,central,full-exposure,0.01,0.010820390611822108,0.014851828215117584,10,10,0.0008203906118221076,B-confirmatory-sensitivity
replication-family-set,central,full-exposure,0.05,0.05067492237480994,0.06479997637647515,10,10,0.0006749223748099345,B-confirmatory-sensitivity
replication-family-set,central,full-exposure,0.1,0.10240494160614526,0.12536224371851062,10,10,0.0024049416061452528,B-confirmatory-sensitivity
replication-family-set,central,peer-present,0.01,0.01040200745254535,0.014485160927558378,10,10,0.0004020074525453495,B-confirmatory-sensitivity
replication-family-set,central,peer-present,0.05,0.05073737572303472,0.06349036683311106,10,10,0.0007373757230347139,B-confirmatory-sensitivity
replication-family-set,central,peer-present,0.1,0.10249190349647466,0.12478555202322221,10,10,0.0024919034964746567,B-confirmatory-sensitivity
replication-family-set,fedavg,family-absent-everywhere,0.01,0.011070892293283367,0.01582777614151174,10,10,0.0010708922932833667,B-confirmatory-sensitivity
replication-family-set,fedavg,family-absent-everywhere,0.05,0.05149724587517647,0.0653458672659071,10,10,0.0014972458751764672,B-confirmatory-sensitivity
replication-family-set,fedavg,family-absent-everywhere,0.1,0.10156262429308507,0.12516165299855772,10,10,0.0015626242930850687,B-confirmatory-sensitivity
replication-family-set,fedavg,full-exposure,0.01,0.010795769787332663,0.015961653212346254,10,10,0.0007957697873326626,B-confirmatory-sensitivity
replication-family-set,fedavg,full-exposure,0.05,0.05046904345815797,0.06532973025202479,10,10,0.0004690434581579653,B-confirmatory-sensitivity
replication-family-set,fedavg,full-exposure,0.1,0.10196771496367223,0.12400648749785999,10,10,0.0019677149636722208,B-confirmatory-sensitivity
replication-family-set,fedavg,peer-present,0.01,0.011162570616349902,0.0163868697210519,10,10,0.0011625706163499016,B-confirmatory-sensitivity
replication-family-set,fedavg,peer-present,0.05,0.050232155632431476,0.06369709653053246,10,10,0.00023215563243147302,B-confirmatory-sensitivity
replication-family-set,fedavg,peer-present,0.1,0.10189596040695595,0.12300646228862892,10,10,0.0018959604069559433,B-confirmatory-sensitivity
replication-family-set,fedavg-finetune,family-absent-everywhere,0.01,0.010420599958781307,0.013958544214302402,10,10,0.00042059995878130675,B-confirmatory-sensitivity
replication-family-set,fedavg-finetune,family-absent-everywhere,0.05,0.05024224475164172,0.06257811627575693,10,10,0.00024224475164171672,B-confirmatory-sensitivity
replication-family-set,fedavg-finetune,family-absent-everywhere,0.1,0.10188700489862727,0.12538572566909073,10,10,0.0018870048986272675,B-confirmatory-sensitivity
replication-family-set,fedavg-finetune,full-exposure,0.01,0.010624862434596406,0.014989786508426122,10,10,0.0006248624345964061,B-confirmatory-sensitivity
replication-family-set,fedavg-finetune,full-exposure,0.05,0.05028298322895168,0.06310846295148956,10,10,0.0002829832289516776,B-confirmatory-sensitivity
replication-family-set,fedavg-finetune,full-exposure,0.1,0.10088306369815647,0.12244252417643438,10,10,0.0008830636981564666,B-confirmatory-sensitivity
replication-family-set,fedavg-finetune,peer-present,0.01,0.010362199940928487,0.013941495674880308,10,10,0.0003621999409284867,B-confirmatory-sensitivity
replication-family-set,fedavg-finetune,peer-present,0.05,0.050088004069308155,0.06283788314526306,10,10,0.00008800406930815213,B-confirmatory-sensitivity
replication-family-set,fedavg-finetune,peer-present,0.1,0.1001213795320383,0.1222771788754657,10,10,0.00012137953203829321,B-confirmatory-sensitivity
replication-family-set,fedprox,family-absent-everywhere,0.01,0.010551316191973307,0.013898922275706976,10,10,0.0005513161919733067,B-confirmatory-sensitivity
replication-family-set,fedprox,family-absent-everywhere,0.05,0.05127686267901638,0.06478959638992371,10,10,0.0012768626790163745,B-confirmatory-sensitivity
replication-family-set,fedprox,family-absent-everywhere,0.1,0.10233051475202633,0.12714935757394802,10,10,0.002330514752026322,B-confirmatory-sensitivity
replication-family-set,fedprox,full-exposure,0.01,0.010803251073490526,0.013896825449566066,10,10,0.0008032510734905258,B-confirmatory-sensitivity
replication-family-set,fedprox,full-exposure,0.05,0.051253618482983446,0.06565870413079336,10,10,0.001253618482983443,B-confirmatory-sensitivity
replication-family-set,fedprox,full-exposure,0.1,0.10230384255217846,0.12857264448735828,10,10,0.002303842552178456,B-confirmatory-sensitivity
replication-family-set,fedprox,peer-present,0.01,0.010469925219865724,0.013619129042429259,10,10,0.0004699252198657241,B-confirmatory-sensitivity
replication-family-set,fedprox,peer-present,0.05,0.051188142624704114,0.06541179395051848,10,10,0.001188142624704111,B-confirmatory-sensitivity
replication-family-set,fedprox,peer-present,0.1,0.10292261558523974,0.1289273681254853,10,10,0.002922615585239735,B-confirmatory-sensitivity
replication-family-set,local,peer-present,0.01,0.010430126802406148,0.01423077129478675,10,10,0.0004301268024061479,B-confirmatory-sensitivity
replication-family-set,local,peer-present,0.05,0.05078301776344779,0.06378842394085912,10,10,0.0007830177634477881,B-confirmatory-sensitivity
replication-family-set,local,peer-present,0.1,0.10097394021603542,0.12281729412570408,10,10,0.0009739402160354182,B-confirmatory-sensitivity
training-support-sensitivity,central,family-absent-everywhere,0.01,0.011147049643121427,0.016044230979561484,10,10,0.0011470496431214266,B-confirmatory-sensitivity
training-support-sensitivity,central,family-absent-everywhere,0.05,0.05174803004595454,0.06432608428318118,10,10,0.0017480300459545364,B-confirmatory-sensitivity
training-support-sensitivity,central,family-absent-everywhere,0.1,0.1025146949416719,0.1261219866232514,10,10,0.002514694941671891,B-confirmatory-sensitivity
training-support-sensitivity,central,full-exposure,0.01,0.01048853522179449,0.015124745462335207,10,10,0.000488535221794489,B-confirmatory-sensitivity
training-support-sensitivity,central,full-exposure,0.05,0.051289007268809916,0.0657747779722743,10,10,0.0012890072688099136,B-confirmatory-sensitivity
training-support-sensitivity,central,full-exposure,0.1,0.10246374946242823,0.12489200556773852,10,10,0.002463749462428222,B-confirmatory-sensitivity
training-support-sensitivity,central,peer-present,0.01,0.010871842060174896,0.015516378889674326,10,10,0.0008718420601748957,B-confirmatory-sensitivity
training-support-sensitivity,central,peer-present,0.05,0.05157261563151947,0.06567699094816275,10,10,0.001572615631519468,B-confirmatory-sensitivity
training-support-sensitivity,central,peer-present,0.1,0.1034945929462446,0.12872503222043125,10,10,0.0034945929462446013,B-confirmatory-sensitivity
training-support-sensitivity,fedavg,family-absent-everywhere,0.01,0.010667925202164526,0.015013202716072557,10,10,0.0006679252021645262,B-confirmatory-sensitivity
training-support-sensitivity,fedavg,family-absent-everywhere,0.05,0.05025772574443009,0.06492737192290508,10,10,0.00025772574443008733,B-confirmatory-sensitivity
training-support-sensitivity,fedavg,family-absent-everywhere,0.1,0.10270642454353882,0.12860367872534917,10,10,0.00270642454353881,B-confirmatory-sensitivity
training-support-sensitivity,fedavg,full-exposure,0.01,0.010842787343092238,0.015128966285383825,10,10,0.000842787343092238,B-confirmatory-sensitivity
training-support-sensitivity,fedavg,full-exposure,0.05,0.05075700833924455,0.06612531338198012,10,10,0.0007570083392445456,B-confirmatory-sensitivity
training-support-sensitivity,fedavg,full-exposure,0.1,0.10263643974284234,0.12883223935198018,10,10,0.0026364397428423336,B-confirmatory-sensitivity
training-support-sensitivity,fedavg,peer-present,0.01,0.010893091396223142,0.015569060060937551,10,10,0.0008930913962231415,B-confirmatory-sensitivity
training-support-sensitivity,fedavg,peer-present,0.05,0.051173525806227596,0.06753072615130788,10,10,0.0011735258062275933,B-confirmatory-sensitivity
training-support-sensitivity,fedavg,peer-present,0.1,0.10224539685820197,0.1300024759386304,10,10,0.0022453968582019646,B-confirmatory-sensitivity
training-support-sensitivity,local,peer-present,0.01,0.010274247275894289,0.01522437432870028,10,10,0.00027424727589428835,B-confirmatory-sensitivity
training-support-sensitivity,local,peer-present,0.05,0.049770324778914445,0.0621858173407101,10,10,-0.0002296752210855582,B-confirmatory-sensitivity
training-support-sensitivity,local,peer-present,0.1,0.10353323984244141,0.13049354658637857,10,10,0.003533239842441402,B-confirmatory-sensitivity
